MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
011145429C,9011145429,              0,    20190320,      20190320,0,20,55,19960520,20190320
011145520C,9011145520,              0,    20260520,      20261120,0,20,54,19960520,20260520
011145527C,9011145527,              0,    20260522,      20260522,0,22,55,19960522,20260522
011145715C,9011145715,              0,    20250624,      20250624,0,24,53,19960624,20250624
011146240C,9011146240,              0,    20161025,      20170125,0,25,57,19960525,20161025
011146845C,9011146845,              0,    20190901,      20190901,0,1,53,19960701,20190901
011147930C,9011147930,              0,    20220801,      20221101,0,1,53,19960601,20220801
011148532C,9011148532,              0,    20200601,      20250701,0,1,57,19960601,20200601
011148847C,9011148847,              0,    20200201,      20200301,0,1,53,19960701,20200201
011149370C,9011149370,              0,    20230626,      20230626,0,26,53,19960626,20230626
011149903C,9011149903,              0,    20230601,      20230601,0,1,53,19960801,20230601
011150263C,9011150263,              0,    20190801,      20190801,0,1,55,19960801,20190801
011150435C,9011150435,              0,    20180101,      20180201,0,1,55,19961101,20180101
011150820C,9011150820,              0,    20130801,      20180401,0,1,53,19960801,20130801
011150973C,9011150973,              0,    20200801,      20220201,0,1,53,19960801,20200801
011151209C,9011151209,              0,    20240905,      20240905,0,5,55,19960805,20240905
011152181C,9011152181,              0,    20180801,      20180801,0,1,53,19960801,20180801
011152369C,9011152369,              0,    20220801,      20220801,0,1,53,19960901,20220801
011152874C,9011152874,              0,    20210301,      20210301,0,1,55,19960901,20210301
011153424C,9011153424,              0,    20210202,      20210202,0,2,53,19960802,20210202
011154479C,9011154479,              0,    20200806,      20200806,0,6,55,19961106,20200806
011154621C,9011154621,              0,    20200204,      20200504,0,4,54,19961104,20200204
011154852C,9011154852,              0,    20190227,      20190227,0,27,55,19960927,20190227
011154856C,9011154856,              0,    20040710,      20250810,0,10,55,19961010,20040710
011155232C,9011155232,              0,    20181006,      20181006,0,6,53,19961006,20181006
011155273C,9011155273,              0,    20251201,      20260201,0,1,54,19961001,20251201
011155635C,9011155635,              0,    20190327,      20190327,0,27,53,19961027,20190327
011156062C,9011156062,              0,    20191011,      20220411,0,11,53,19961011,20191011
011156964C,9011156964,              0,    20231201,      20231201,0,1,55,19961201,20231201
011157291C,9011157291,              0,    20240423,      20240423,0,23,53,19961023,20240423
011158069C,9011158069,              0,    20220301,      20220301,0,1,53,19961201,20220301
011158071C,9011158071,              0,    20211201,      20220501,0,1,53,19961201,20211201
011158551C,9011158551,              0,    20231201,      20231201,0,1,53,19961201,20231201
011159289C,9011159289,              0,    20190805,      20190805,0,5,53,19961205,20190805
011159295C,9011159295,              0,    20241201,      20251201,0,1,53,19961201,20241201
011159476C,9011159476,              0,    20210805,      20211005,0,5,55,19961105,20210805
011159843C,9011159843,              0,    20200610,      20201210,0,10,53,19961210,20200610
011159916C,9011159916,              0,    20150801,      20151101,0,1,57,19970101,20150801
011160019C,9011160019,              0,    20230613,      20231213,0,13,54,19961213,20230613
011160075C,9011160075,              0,    20181116,      20181116,0,16,53,19961116,20181116
011160346C,9011160346,              0,    20200101,      20200401,0,1,53,19970101,20200101
011160408C,9011160408,              0,    20250101,      20260101,0,1,55,19970101,20250101
011160440C,9011160440,              0,    20210301,      20250301,0,1,55,19970301,20210301
011160990C,9011160990,              0,    20190101,      20200101,0,1,55,19970101,20190101
011161110C,9011161110,              0,    20210101,      20210201,0,1,53,19970201,20210101
011162200C,9011162200,              0,    20200205,      20200205,0,5,53,19970205,20200205
011162203C,9011162203,              0,    20250427,      20250727,0,27,55,19970127,20250427
011162328C,9011162328,              0,    20230201,      20250201,0,1,53,19970201,20230201
011162387C,9011162387,              0,    20180701,      20180701,0,1,53,19970101,20180701
011162391C,9011162391,              0,    20181201,      20181201,0,1,53,19961201,20181201
011162541C,9011162541,              0,    20211101,      20211101,0,1,53,19970201,20211101
011163001C,9011163001,              0,    20200801,      20201001,0,1,53,19970301,20200801
011163083C,9011163083,              0,    20180302,      20180302,0,2,53,19970302,20180302
011174191C,9011174191,              0,    20180203,      20180803,0,3,54,19970203,20180203
011174600C,9011174600,              0,    20250803,      20251016,0,3,53,19970116,20250803
011174928C,9011174928,              0,    20250301,      20250601,0,1,53,19970301,20250301
011175086C,9011175086,              0,    20180201,      20181101,0,1,53,19970201,20180201
011175485C,9011175485,              0,    20200422,      20200422,0,22,53,19970422,20200422
011175626C,9011175626,              0,    20180422,      20180422,0,22,53,19970422,20180422
011175682C,9011175682,              0,    20200917,      20201217,0,17,53,19970317,20200917
011176029C,9011176029,              0,    20200701,      20200901,0,1,53,19970301,20200701
011176782C,9011176782,              0,    20190601,      20190901,0,1,53,19970601,20190601
011177241C,9011177241,              0,    20220401,      20220401,0,1,53,19970401,20220401
011177441C,9011177441,              0,    20181002,      20181002,0,2,53,19970402,20181002
011177577C,9011177577,              0,    20250402,      20250702,0,2,54,19970402,20250402
011177870C,9011177870,              0,    20250401,      20250401,0,1,53,19970401,20250401
011178457C,9011178457,              0,    20181017,      20181017,0,17,53,19970417,20181017
011178660C,9011178660,              0,    20200220,      20200220,0,20,55,19970520,20200220
011179371C,9011179371,              0,    20221101,      20221201,0,1,53,19970601,20221101
011179738C,9011179738,              0,    20230526,      20230826,0,26,54,19970526,20230526
011179739C,9011179739,              0,    20230526,      20230826,0,26,54,19970526,20230526
011179948C,9011179948,              0,    20250201,      20250201,0,1,55,19970501,20250201
011180194C,9011180194,              0,    20140520,      20150520,0,20,57,19970520,20140520
011180300C,9011180300,              0,    20231001,      20231123,0,1,53,19970523,20231001
011180732C,9011180732,              0,    20190315,      20190515,0,15,53,19970415,20190315
011180927C,9011180927,              0,    20231010,      20241010,0,10,55,19971010,20231010
011180968C,9011180968,              0,    20180801,      20180801,0,1,53,19970701,20180801
011181001C,9011181001,              0,    20230101,      20230101,0,1,54,19970701,20230101
011181053C,9011181053,              0,    20200701,      20210701,0,1,53,19970701,20200701
011181208C,9011181208,              0,    20230614,      20230614,0,14,53,19970614,20230614
011181680C,9011181680,              0,    20210301,      20210301,0,1,53,19970901,20210301
011181920C,9011181920,              0,    20230526,      20230726,0,26,54,19970626,20230526
011182104C,9011182104,              0,    20240701,      20250101,0,1,53,19970701,20240701
011182763C,9011182763,              0,    20191122,      20191122,0,22,53,19970822,20191122
011182823C,9011182823,              0,    20240722,      20241022,0,22,53,19970722,20240722
011182954C,9011182954,              0,    20100817,      20220617,0,17,53,19970917,20100817
011183055C,9011183055,              0,    20180901,      20180901,0,1,53,19970901,20180901
011183074C,9011183074,              0,    20190903,      20190903,0,3,53,19970703,20190903
011183505C,9011183505,              0,    20210506,      20210506,0,6,53,19970806,20210506
011184139C,9011184139,              0,    20180701,      20180801,0,1,55,19971001,20180701
011184248C,9011184248,              0,    20180801,      20190201,0,1,57,19970801,20180801
011184291C,9011184291,              0,    20250901,      20250901,0,1,53,19970901,20250901
011184470C,9011184470,              0,    20200902,      20201202,0,2,55,19970902,20200902
011184752C,9011184752,              0,    20190617,      20190717,0,17,55,19970917,20190617
011184817C,9011184817,              0,    20201201,      20210301,0,1,53,19970901,20201201
011184993C,9011184993,              0,    20240115,      20240115,0,15,53,19970915,20240115
011185002C,9011185002,              0,    20180101,      20180401,0,1,57,19971001,20180101
011185059C,9011185059,              0,    20250728,      20251028,0,28,53,19971028,20250728
011185375C,9011185375,              0,    20191113,      20191113,0,13,53,19971113,20191113
011185531C,9011185531,              0,    20201010,      20201010,0,10,55,19971010,20201010
011185893C,9011185893,              0,    20181001,      20221001,0,1,53,19971001,20181001
011185943C,9011185943,              0,    20180801,      20181101,0,1,55,19971101,20180801
011185944C,9011185944,              0,    20180810,      20181110,0,10,55,19971010,20180810
011186243C,9011186243,              0,    20241001,      20241201,0,1,53,19980201,20241001
011186460C,9011186460,              0,    20210201,      20210201,0,1,53,19971101,20210201
011186462C,9011186462,              0,    20180608,      20180608,0,8,53,19971008,20180608
011186904C,9011186904,              0,    20191201,      20191201,0,1,53,19971101,20191201
011187006C,9011187006,              0,    20230222,      20230222,0,22,53,19971222,20230222
011187167C,9011187167,              0,    20201112,      20211112,0,12,55,19971112,20201112
011187172C,9011187172,              0,    20200212,      20200512,0,12,53,19971112,20200212
011187300C,9011187300,              0,    20190720,      20190820,0,20,53,19980120,20190720
011187687C,9011187687,              0,    20190828,      20190828,0,28,54,19971128,20190828
011187904C,9011187904,              0,    20191201,      20191201,0,1,53,19971201,20191201
011188279C,9011188279,              0,    20190915,      20190915,0,15,53,19971215,20190915
011188377C,9011188377,              0,    20180614,      20180614,0,14,55,19971214,20180614
011188722C,9011188722,              0,    20190315,      20190415,0,15,54,19980115,20190315
