MPOLICY,MPLAN,LIFEPRO_PLAN,QUikPLAN_NFOINT,QUikPLAN_VARGP,QUikPLAN_DEPINT,QUIKDVDP_MDEPINT,CSO_NFOINT_CODE,CSO_EXPECTED_RATE,CLIENT_EXPECTED_RATE,QLADMIN_OBSERVED_FIELD,QLADMIN_OBSERVED_RATE,RATE_GAP_ROOT
011044395C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011044907C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045128C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045129C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045141C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045350C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045448C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045583C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045618C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045619C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045768C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045769C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045847C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011045850C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011046104C,1669SR,669 SR GD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011046268C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047402C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047403C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047600C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047682C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047683C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011047684C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011048440C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011048543C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011048882C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011048886C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011049092C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011049319C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011049922C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011050114C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011050653C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011050686C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011050803C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011050804C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011051051C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011051108C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011051323C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011051851C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011052511C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011052512C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011052581C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011052737C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011053076C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011053214C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011053428C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011053882C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011054324C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011054606C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011054841C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011054987C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011056915C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011057485C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011057611C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011057654C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011057904C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011058069C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011058508C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011058905C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011059175C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011059202C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011059421C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011059456C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011060621C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011060625C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011060710C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011061046C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011061607C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011061723C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011061924C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011062606C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011062607C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011062815C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011063691C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064334C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064567C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064568C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064625C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064715C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011064959C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011065199C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011066023C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011066252C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011066572C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011067410C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011067441C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011067789C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011067856C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011068614C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011068652C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011068750C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011068751C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069093C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069253C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069372C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069610C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069655C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011069977C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011070359C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011071018C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011071480C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011072805C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011072813C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011073231C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011073652C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011074105C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011074378C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011074703C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011074898C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011074929C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075203C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075278C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075595C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075596C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075754C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011075863C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011076209C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077201C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077285C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077363C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077533C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077629C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011077798C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078050C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078051C,1658CS,658 CEN SD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078174C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078262C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078437C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078891C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011078994C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011079130C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011080170C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011080481C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011080553C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
