MPOLICY,MPLAN,MANNLFEE,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE,BEFORE_Q,AFTER_Q,DELTA_Q,BEFORE_MTHD,AFTER_MTHD,DELTA_MTHD,MMODEPREM,MPREM,MUNIT,MBILLFRM,MMODE
011204061C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,59.61,68.36,8.75,19.86,22.77,2.91,68.35,11.92000,20.00000,1,03
011204257C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,288.60,297.35,8.75,96.15,99.06,2.91,102.66,5.13000,225.00000,2,01
011204292C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,125.10,133.85,8.75,41.70,44.62,2.92,44.61,62.55000,8.00000,1,01
011204293C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,16.87,3.05000,50.00000,2,01
011204543C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,187.88,196.62,8.74,62.62,65.54,2.92,65.54,75.15000,10.00000,2,01
011204579C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,136.50,145.25,8.75,45.50,48.42,2.92,48.41,27.30000,20.00000,2,01
011204761C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,154.37,.00,10.46226,1,01
011204810C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,10.91,.00,6.16781,2,01
011204824C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,137.08,145.83,8.75,45.69,48.61,2.92,48.61,68.54000,8.00000,2,01
011204865C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,231.00,1.96000,100.00000,1,12
011204866C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,231.00,1.96000,100.00000,1,12
011204960C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,82.90,91.65,8.75,27.63,30.55,2.92,30.55,66.32000,5.00000,2,01
011204984C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,92.58,101.33,8.75,30.86,33.78,2.92,33.78,46.29000,8.00000,2,01
011205079C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,80.72,89.47,8.75,26.91,29.82,2.91,29.82,32.29000,10.00000,1,01
011205082C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,30.57,39.32,8.75,10.18,13.10,2.92,13.45,4.89000,25.00100,2,01
011205111C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,202.04,210.79,8.75,67.31,70.22,2.91,70.25,32.32000,25.00100,2,01
011205240C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,72.10,80.85,8.75,24.03,26.95,2.92,26.95,57.68000,5.00000,1,01
011205441C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,40.81,.00,7.55796,1,01
011205839C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,51.13,59.88,8.75,17.03,19.95,2.92,19.96,20.45000,10.00000,2,01
011205919C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,76.28,85.03,8.75,25.42,28.34,2.92,28.34,30.51000,10.00000,2,01
011206100C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,102.33,111.08,8.75,34.09,37.01,2.92,111.06,14.80000,27.65200,1,03
011206224C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,653.93,667.43,13.50,222.82,227.42,4.60,217.54,48.44000,50.00000,2,01
011206380C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,47.30,5.96000,10.00000,1,06
011206410C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,231.00,1.96000,100.00000,1,12
011206462C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,79.05,88.05,9.00,26.35,29.35,3.00,29.35,63.24000,5.00000,1,01
011206506C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,64.10,72.85,8.75,21.37,24.28,2.91,291.40,51.28000,5.00000,1,12
011206562C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,135.30,144.30,9.00,45.10,48.10,3.00,48.10,54.12000,10.00000,1,01
011206644C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.88,26.63,8.75,5.96,8.87,2.91,8.87,7.15000,10.00000,1,01
011206953C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,25.30,5.96000,10.00000,1,03
011207045C,1L10OD,35.00,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171,24.75,33.50,8.75,8.25,11.17,2.92,11.17,3.96000,25.00100,2,01
011207095C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,28.63,37.38,8.75,9.54,12.45,2.91,14.54,4.58000,25.00100,2,01
011207112C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,1,01
011207113C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,13.01,.00,8.86365,1,01
011207114C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,1,01
011207115C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,1,01
011207116C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,7.27,5.23000,10.00000,1,01
011207117C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,1,01
011207210C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,241.50,250.50,9.00,80.50,83.50,3.00,83.50,38.64000,25.00000,2,01
011207222C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,145.80,154.80,9.00,48.60,51.60,3.00,51.60,116.64000,5.00000,1,01
011207224C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.83,31.58,8.75,7.61,10.52,2.91,31.58,9.13000,10.00000,1,03
011207250C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,13.12,2.15000,50.00000,2,01
011207251C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,16.93,3.05000,50.00000,2,01
011207360C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,11.91,.00,6.26277,2,01
011207563C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,174.75,183.75,9.00,58.25,61.25,3.00,183.75,27.96000,25.00000,1,03
011207677C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,99.30,108.30,9.00,33.10,36.10,3.00,36.10,39.72000,10.00000,2,01
011207685C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.49,26.24,8.75,5.83,8.74,2.91,9.99,2.69000,26.00000,2,01
011207733C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,125.85,134.85,9.00,41.95,44.95,3.00,44.95,100.68000,5.00000,1,01
011207748C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,259.60,273.10,13.50,88.46,93.06,4.60,1011.50,38.46000,25.00000,1,12
011207871C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,369.60,378.60,9.00,123.20,126.20,3.00,126.19,42.24000,35.00000,2,01
011208031C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.82,35.57,8.75,8.93,11.85,2.92,12.27,7.15000,15.00000,2,01
011208032C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,112.05,125.55,13.50,38.18,42.78,4.60,42.06,4.15000,100.00000,2,01
011208037C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,25.32,34.07,8.75,8.43,11.35,2.92,136.25,6.75000,15.00000,1,12
011208194C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,65.85,74.85,9.00,21.95,24.95,3.00,74.85,52.68000,5.00000,1,03
011208260C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.82,25.57,8.75,5.60,8.52,2.92,102.25,2.69000,25.00100,1,12
011208304C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,125.85,134.85,9.00,41.95,44.95,3.00,44.95,100.68000,5.00000,2,01
011208332C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.08,25.83,8.75,5.69,8.60,2.91,8.61,6.83000,10.00000,1,01
011208333C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,26.87,.00,3.17182,1,01
011208334C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,41.91,.00,7.39863,1,01
011208428C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,7.27,5.23000,10.00000,LST,01
011208430C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,7.27,5.23000,10.00000,LST,01
011208639C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,62.88,3.63000,25.00100,1,06
011208730C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,11.73,3.63000,25.00100,2,01
011208787C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,317.54,326.30,8.76,105.79,108.70,2.91,122.75,25.40000,50.00000,2,01
011208817C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,103.32,112.32,9.00,34.44,37.44,3.00,37.44,59.04000,7.00000,2,01
011208848C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,7.88,.00,10.00000,1,01
011208849C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,7.88,.00,10.00000,1,01
011208904C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,23.60,32.35,8.75,7.86,10.78,2.92,10.78,3.63000,26.00000,2,01
011208984C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,381.25,.00,25.00000,1,12
011209064C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,47.30,5.96000,10.00000,1,06
011209068C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,138.15,147.15,9.00,46.05,49.05,3.00,49.05,36.84000,15.00000,2,01
011209097C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.49,26.24,8.75,5.83,8.74,2.91,8.74,2.69000,26.00000,1,01
011209098C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,23.60,32.35,8.75,7.86,10.78,2.92,10.78,3.63000,26.00000,1,01
011209262C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,139.80,148.80,9.00,46.60,49.60,3.00,49.60,55.92000,10.00000,2,01
011209469C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,687.00,696.00,9.00,229.00,232.00,3.00,231.99,54.96000,50.00000,2,01
011209496C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,22.24,.00,26.67135,1,01
011209898C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,321.00,330.00,9.00,107.00,110.00,3.00,110.00,51.36000,25.00000,2,01
011209916C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,119.77,128.52,8.75,39.90,42.82,2.92,257.01,19.16000,25.00100,1,06
011209917C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,20.50,1.96000,100.00000,2,01
011209963C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,0.00,9.00,9.00,0.00,3.00,3.00,370.38,.00,3.20814,1,06
011210057C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,10.48,3.63000,25.00100,2,01
011210058C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,10.48,3.63000,25.00100,2,01
011210060C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,23.65,.00,9.60545,1,03
011210089C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,0.00,9.00,9.00,0.00,3.00,3.00,58.50,.00,2.15799,1,01
011210149C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,508.50,517.50,9.00,169.50,172.50,3.00,172.49,81.36000,25.00000,1,01
011210337C,1L15GD,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,157.50,166.50,9.00,52.50,55.50,3.00,55.50,63.00000,10.00000,2,01
011210489C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,0.00,9.00,9.00,0.00,3.00,3.00,170.40,.00,10.00000,1,06
011210611C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,51.95,60.70,8.75,17.31,20.22,2.91,69.32,8.31000,25.00100,2,03
011210635C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,46.14,.00,25.00000,1,01
011210715C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,94.60,5.96000,10.00000,1,12
011210716C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,94.60,5.96000,10.00000,1,12
011210717C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,87.30,5.23000,10.00000,1,12
011210718C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,87.30,5.23000,10.00000,1,12
011210719C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,87.30,5.23000,10.00000,1,12
011210720C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,321.00,330.00,9.00,107.00,110.00,3.00,110.00,51.36000,25.00000,2,01
011210768C,1L10OD,35.00,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171,38.12,46.88,8.76,12.71,15.63,2.92,16.99,3.05000,50.00000,2,01
011210769C,1L10OD,35.00,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171,26.88,35.62,8.74,8.96,11.88,2.92,13.12,2.15000,50.00000,2,01
011210918C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,33.76,42.51,8.75,11.25,14.16,2.91,42.50,5.40000,25.00100,1,03
011210919C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,31.44,3.63000,25.00100,1,03
011210945C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,87.30,5.23000,10.00000,1,12
011211045C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,72.14,80.89,8.75,24.03,26.95,2.92,80.88,5.77000,50.00000,1,03
011211133C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,15.90,24.65,8.75,5.30,8.21,2.91,8.22,6.36000,10.00000,1,01
011211134C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,19.85,28.60,8.75,6.61,9.53,2.92,9.53,7.94000,10.00000,1,01
011211323C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,122.70,131.70,9.00,40.90,43.90,3.00,43.90,49.08000,10.00000,1,01
011211324C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,142.50,2.15000,50.00000,1,12
011211325C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,142.50,2.15000,50.00000,1,12
011211326C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,343.50,352.50,9.00,114.50,117.50,3.00,117.50,54.96000,25.00000,2,01
011211451C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,88.41,97.41,9.00,29.47,32.47,3.00,32.47,50.52000,7.00000,2,01
011211825C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,39.08,47.83,8.75,13.02,15.93,2.91,15.94,15.63000,10.00000,2,01
011211826C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.68,35.43,8.75,8.89,11.80,2.91,11.81,10.67000,10.00000,2,01
011211973C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.43,35.18,8.75,8.80,11.72,2.92,11.72,3.02000,35.00000,1,01
011212034C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,151.50,160.50,9.00,50.50,53.50,3.00,53.50,24.24000,25.00000,2,01
011212050C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,136.50,145.50,9.00,45.50,48.50,3.00,48.50,21.84000,25.00000,2,01
011212151C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,199.50,208.50,9.00,66.50,69.50,3.00,834.00,31.92000,25.00000,1,12
011212338C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,142.50,2.15000,50.00000,2,12
011212339C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,94.60,5.96000,10.00000,1,12
011212602C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,264.00,273.00,9.00,88.00,91.00,3.00,91.00,42.24000,25.00000,1,01
011212725C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,23.60,32.35,8.75,7.86,10.78,2.92,10.78,3.63000,26.00000,2,01
011212753C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,66.30,75.30,9.00,22.10,25.10,3.00,25.10,53.04000,5.00000,2,01
011212754C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,180.00,189.00,9.00,60.00,63.00,3.00,63.00,28.80000,25.00000,2,01
011213043C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,1690.67,1699.43,8.76,563.24,566.16,2.92,1699.19,15.91000,425.00000,1,03
011213201C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,13.12,2.15000,50.00000,1,01
011213238C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,143.55,152.55,9.00,47.85,50.85,3.00,50.85,38.28000,15.00000,2,01
011213262C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,158.10,167.10,9.00,52.70,55.70,3.00,55.70,63.24000,10.00000,2,01
011213263C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,1,01
011213264C,1L15GD,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,120.60,129.60,9.00,40.20,43.20,3.00,43.20,48.24000,10.00000,1,01
011213363C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,35.63,2.15000,50.00000,1,03
011213461C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,69.01,77.76,8.75,22.99,25.91,2.92,80.56,11.04000,25.00000,1,03
011213537C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,2,01
011214044C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,87.30,5.23000,10.00000,1,12
011214116C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,40.76,49.51,8.75,13.58,16.49,2.91,17.42,3.26000,50.00000,2,01
011214181C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,63.15,72.15,9.00,21.05,24.05,3.00,24.05,50.52000,5.00000,2,01
011214223C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,43.12,.00,72.69421,1,01
011214229C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,223.50,232.50,9.00,74.50,77.50,3.00,77.50,35.76000,25.00000,2,01
011214314C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,106.20,115.20,9.00,35.40,38.40,3.00,38.40,28.32000,15.00000,2,01
011214338C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,43.51,52.26,8.75,14.49,17.41,2.92,17.42,3.48000,50.00000,2,01
011214478C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,20.18,28.93,8.75,6.72,9.64,2.92,32.68,2.69000,30.00000,1,03
011214731C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,139.86,148.86,9.00,46.62,49.62,3.00,49.62,31.08000,18.00000,1,01
011215024C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,884.12,892.87,8.75,294.54,297.46,2.92,297.57,35.36000,100.00000,2,01
011215080C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,15.26,24.01,8.75,5.08,8.00,2.92,8.52,2.69000,22.68739,1,01
011215081C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,8.52,.00,23.43876,1,01
011215361C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,15.90,24.65,8.75,5.30,8.21,2.91,49.30,6.36000,10.00000,1,06
011215362C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,31.44,3.63000,25.00100,1,03
011215363C,1L14SC,36.00,50.0000,25.0000,8.3333,8.3333,18.0000,9.0000,3.0000,3.0000,342.00,351.00,9.00,114.00,117.00,3.00,117.00,54.72000,25.00000,2,01
