MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
011054122C,5L0110,1,2,644.00,50.00,56.67,644.0000,-587.3300,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011054324C,1659C2,1,2,600.00,25.00,50.00,600.0000,-550.0000,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011054606C,1659C2,12,1,217.00,25.00,217.00,19.9638,197.0362,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011054707C,5L0110,1,1,435.00,50.00,40.02,435.0000,-394.9800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011054985C,5L0110,1,1,5878.00,50.00,540.78,5878.0000,-5337.2200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011054986C,5L0110,1,1,989.00,50.00,90.99,989.0000,-898.0100,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011056407C,5667AT,3,1,1791.00,25.00,483.57,483.5700,0.0000,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011056748C,5L0110,3,2,726.00,50.00,196.02,196.0156,0.0044,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011056915C,1659C2,1,2,113.50,25.00,9.99,113.5000,-103.5100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011057485C,1659CR,12,1,0.00,25.00,0.00,0.0000,0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011057611C,1659CR,12,1,416.26,25.00,416.26,38.2947,377.9653,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011057654C,1658C1,1,2,327.36,25.00,27.28,327.3600,-300.0800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011057904C,1658C1,1,2,229.50,25.00,20.20,229.5000,-209.3000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011058069C,1659CR,1,2,501.40,25.00,44.12,501.4000,-457.2800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011058905C,1659C2,1,2,679.56,25.00,56.63,679.5600,-622.9300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011059202C,1658C1,12,1,74.75,25.00,74.75,6.8760,67.8740,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011059291C,5L0110,12,1,641.00,50.00,641.00,58.9714,582.0286,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011059421C,1659C2,1,2,254.75,25.00,22.42,254.7500,-232.3300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011059456C,1659CR,12,1,413.70,25.00,413.70,38.0592,375.6408,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011061607C,1659C2,3,1,131.50,25.00,35.51,35.5050,0.0050,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011062307C,5L0110,1,2,2466.00,50.00,217.01,2466.0000,-2248.9900,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011062607C,1659C2,1,2,278.28,25.00,23.19,278.2800,-255.0900,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011062815C,1659CR,1,2,227.90,25.00,20.06,227.9000,-207.8400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011063691C,1659CR,12,1,171.63,25.00,171.63,15.7894,155.8406,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011064372C,5L0110,1,2,1063.00,50.00,93.54,1063.0000,-969.4600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011064567C,1659CR,3,1,217.20,25.00,58.64,58.6455,-0.0055,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011064568C,1659CR,1,2,206.95,25.00,18.21,206.9500,-188.7400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011064804C,5L0110,6,1,316.00,50.00,165.90,165.8978,0.0022,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011065175C,7687J3,1,2,727.90,25.00,64.06,727.9000,-663.8400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011065199C,1659CR,1,2,276.10,25.00,24.30,276.1000,-251.8000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011065352C,5L0110,1,1,6424.40,50.00,591.04,6424.4000,-5833.3600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011065353C,5L0110,1,1,956.00,50.00,87.95,956.0000,-868.0500,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011066252C,1659CR,12,1,539.80,25.00,539.80,49.6600,490.1400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011067410C,1659CR,12,1,183.73,25.00,183.73,16.9026,166.8274,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011067441C,1659CR,3,1,263.20,25.00,71.06,71.0658,-0.0058,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011067789C,1659CR,12,1,285.84,25.00,285.84,26.2964,259.5436,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011068375C,5L0110,1,2,492.75,50.00,43.36,492.7500,-449.3900,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011068652C,1659CR,12,1,217.20,25.00,217.20,19.9817,197.2183,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011068752C,5667AT,6,1,377.00,25.00,197.93,197.9250,0.0050,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011069093C,1659CR,12,1,174.90,25.00,174.91,16.0903,158.8197,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011072395C,5L0110,1,2,101.00,50.00,8.89,101.0000,-92.1100,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011072405C,5L0110,1,2,1557.63,50.00,137.07,1557.6300,-1420.5600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011072648C,5L0110,3,1,1324.00,50.00,357.48,357.4721,0.0079,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011072805C,1659CR,3,1,250.90,25.00,67.74,67.7448,-0.0048,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011073231C,1659CR,1,2,428.88,25.00,35.74,428.8800,-393.1400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011073328C,5667AT,1,1,2085.00,25.00,191.82,2085.0000,-1893.1800,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011073652C,1659C2,1,2,121.00,25.00,10.65,121.0000,-110.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011073758C,5L0110,1,2,403.25,50.00,35.49,403.2500,-367.7600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011074190C,5L0110,12,1,1265.25,50.00,1265.25,116.4017,1148.8483,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011074703C,1658C1,1,2,72.36,25.00,6.03,72.3600,-66.3300,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011074898C,1658C1,12,1,70.00,25.00,70.00,6.4391,63.5609,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011074929C,1659CR,12,1,179.63,25.00,179.63,16.5254,163.1046,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011075203C,1659CR,1,2,289.55,25.00,25.48,289.5500,-264.0700,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011075595C,1659C2,3,1,112.75,25.00,30.44,30.4425,-0.0025,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011075754C,1658C1,12,1,77.00,25.00,77.00,7.0830,69.9170,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011076209C,1659C2,3,1,187.00,25.00,50.49,50.4900,0.0000,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011076218C,5667AT,6,1,101.25,25.00,53.16,53.1562,0.0037,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011076219C,5667AT,6,1,160.75,25.00,84.39,84.3937,-0.0037,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011076275C,5L0110,3,2,532.50,50.00,143.78,143.7718,0.0082,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011076738C,5L0110,6,1,763.00,50.00,400.58,400.5697,0.0103,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011077143C,5L0110,3,1,505.00,50.00,136.35,136.3470,0.0030,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011077201C,1659CR,12,1,289.55,25.00,289.55,26.6377,262.9123,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011077363C,1659CR,1,2,263.20,25.00,23.16,263.2000,-240.0400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011077533C,1659CR,1,2,351.05,25.00,30.89,351.0500,-320.1600,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011077798C,1659CR,12,1,334.25,25.00,334.25,30.7500,303.5000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011078136C,5L0110,1,2,866.00,50.00,76.21,866.0000,-789.7900,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011078262C,1659CR,1,1,368.40,25.00,30.70,368.4000,-337.7000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011078437C,1659CR,12,1,389.00,25.00,389.00,35.7868,353.2132,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011078994C,1659CR,3,1,303.60,25.00,81.97,81.9741,-0.0041,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011079130C,1659C2,12,1,121.00,25.00,121.00,11.1319,109.8681,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011080169C,5667AT,12,1,366.25,25.00,366.25,33.6957,332.5543,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011080170C,1659CR,3,1,179.35,25.00,48.42,48.4258,-0.0058,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011080480C,5L0110,6,1,2214.00,50.00,1162.35,1162.3345,0.0155,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011080551C,5L0110,1,2,4988.00,50.00,438.94,4988.0000,-4549.0600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011080627C,1658C1,1,2,471.25,25.00,41.47,471.2500,-429.7800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011080628C,1658C1,1,2,327.36,25.00,27.28,327.3600,-300.0800,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011080977C,5L0110,1,2,1064.50,50.00,93.68,1064.5000,-970.8200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011081207C,5667AT,1,1,129.75,25.00,11.94,129.7500,-117.8100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011081469C,1659CR,1,2,440.35,25.00,38.75,440.3500,-401.6000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011081628C,7686S3,1,2,262.51,25.00,23.10,262.5100,-239.4100,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011081966C,1659C2,1,1,156.72,25.00,13.06,156.7200,-143.6600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011081967C,1659C2,1,1,187.44,25.00,15.62,187.4400,-171.8200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011082292C,1659C2,1,2,436.92,25.00,36.41,436.9200,-400.5100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011082331C,5L0110,1,1,7050.00,50.00,648.60,7050.0000,-6401.4000,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011082681C,1659CR,12,1,611.50,25.00,611.50,56.2562,555.2438,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011083028C,5L0110,3,1,421.00,50.00,113.67,113.6675,0.0025,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011083619C,1659CR,12,1,333.70,25.00,333.70,30.6994,303.0006,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011083751C,5L0110,1,2,445.25,50.00,39.18,445.2500,-406.0700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011083791C,1659CR,1,2,276.10,25.00,24.30,276.1000,-251.8000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011084360C,5L0110,1,LST,324.75,50.00,28.58,324.7500,-296.1700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011084364C,1659CR,1,2,183.73,25.00,16.17,183.7300,-167.5600,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011084438C,1659C2,3,1,113.50,25.00,30.65,30.6450,0.0050,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011085375C,1659CR,3,1,276.10,25.00,74.55,74.5489,0.0011,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011085422C,1659C2,12,1,0.00,25.00,115.75,0.0000,115.7500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011085737C,1659CR,12,1,276.10,25.00,276.10,25.4004,250.6996,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011085842C,5L0110,1,2,2675.00,50.00,235.40,2675.0000,-2439.6000,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011085980C,5L0110,6,1,406.40,50.00,213.36,213.3572,0.0028,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011085981C,5667AT,1,1,377.00,25.00,34.68,377.0000,-342.3200,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011086069C,5667AT,3,1,273.50,25.00,73.85,73.8450,0.0050,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011086178C,5L0110,6,2,1203.80,50.00,632.00,631.9866,0.0134,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011086447C,1659CR,6,1,303.60,25.00,159.39,159.3952,-0.0052,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011086709C,1659CR,12,1,303.60,25.00,303.60,27.9303,275.6697,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011086978C,1659CR,12,1,389.00,25.00,389.00,35.7868,353.2132,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011086979C,1659CR,12,1,293.25,25.00,318.25,26.9781,291.2719,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011087652C,1L10OD,12,1,1693.40,35.00,1693.40,141.1364,1552.2636,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011088883C,1659C2,1,2,130.20,25.00,10.85,130.2000,-119.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011088934C,5L0110,1,1,1258.00,50.00,115.74,1258.0000,-1142.2600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011088935C,5L0110,3,1,376.50,50.00,101.66,101.6527,0.0073,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011089233C,1659CR,1,2,538.96,25.00,47.43,538.9600,-491.5300,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011090363C,1659CR,1,2,197.35,25.00,17.37,197.3500,-179.9800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011090375C,1L10SO,1,2,255.35,35.00,21.28,255.3500,-234.0700,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011090414C,1L10SO,1,2,198.45,35.00,16.54,198.4500,-181.9100,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011090807C,1659CR,12,1,289.55,25.00,289.55,26.6377,262.9123,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011091795C,1L10OD,12,1,1093.50,35.00,1093.50,91.1378,1002.3622,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011092140C,1659CR,6,1,351.05,25.00,184.30,184.3072,-0.0072,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011092549C,1L10OD,1,1,89.20,35.00,7.43,89.2000,-81.7700,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011092792C,5L0110,12,1,1439.00,50.00,1439.00,132.3866,1306.6134,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011093482C,1L10SO,1,2,217.28,35.00,18.11,217.2800,-199.1700,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011094545C,1L10SO,12,1,314.72,35.00,314.72,26.2250,288.4950,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011095159C,5L0110,1,1,505.00,50.00,46.46,505.0000,-458.5400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011095851C,1L10SO,1,2,285.95,35.00,23.83,285.9500,-262.1200,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011096068C,1L10OD,1,1,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011096190C,1L10SO,1,2,234.40,35.00,19.53,234.4000,-214.8700,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011096643C,1L10SO,12,1,319.30,35.00,319.30,26.6066,292.6934,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011096868C,1L10SO,1,2,198.45,35.00,16.54,198.4500,-181.9100,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011097128C,5L0110,3,1,3245.50,50.00,876.29,876.2655,0.0245,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011097228C,1L10SO,1,1,218.55,35.00,18.21,218.5500,-200.3400,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011097343C,1L10SO,1,2,568.10,35.00,47.34,568.1000,-520.7600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011097526C,5L0110,1,2,347.00,50.00,30.54,347.0000,-316.4600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011098063C,1659C2,1,2,0.00,25.00,111.03,0.0000,111.0300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011098238C,5L0110,12,1,1354.64,50.00,1354.64,124.6255,1230.0145,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011098652C,1L10SO,6,1,136.85,35.00,68.43,68.4250,0.0050,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011098913C,1L10SO,1,1,924.20,35.00,77.01,924.2000,-847.1900,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011099771C,1L10SO,1,2,268.10,35.00,22.34,268.1000,-245.7600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011099899C,1L10SO,1,2,307.70,35.00,25.64,307.7000,-282.0600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011100026C,1L10SO,1,2,329.56,35.00,27.46,329.5600,-302.1000,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011100907C,1L10SO,3,1,285.95,35.00,71.49,71.4921,-0.0021,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011101252C,5L0110,1,2,1119.50,50.00,98.52,1119.5000,-1020.9800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011101266C,1L10SO,3,1,284.24,35.00,71.06,71.0645,-0.0045,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011101315C,1L10SO,12,1,257.30,35.00,257.30,21.4403,235.8597,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011101548C,1L10SO,1,2,218.55,35.00,18.21,218.5500,-200.3400,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011101578C,1L10SO,1,1,198.62,35.00,16.55,198.6200,-182.0700,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011101607C,1659C2,1,1,214.80,25.00,17.90,214.8000,-196.9000,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011101925C,5L0110,1,2,7706.00,50.00,678.13,7706.0000,-7027.8700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011102270C,1L10OD,1,1,565.00,35.00,47.09,565.0000,-517.9100,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011102405C,5L0110,6,1,726.00,50.00,381.15,381.1449,0.0051,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011102532C,1L10SO,1,2,295.15,35.00,24.59,295.1500,-270.5600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011102787C,1L10OD,3,1,169.00,35.00,42.25,42.2500,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011102788C,1L10SO,12,1,245.40,35.00,245.40,20.4487,224.9513,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103062C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103126C,1L10SO,12,1,307.70,35.00,307.70,25.6400,282.0600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103130C,1L10SO,12,1,387.80,35.00,387.80,32.3146,355.4854,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103202C,5L0110,12,1,1411.00,50.00,1411.00,129.8106,1281.1894,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011103665C,1L10SO,12,1,245.40,35.00,245.40,20.4487,224.9513,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103728C,1L10SO,1,2,133.07,35.00,11.09,133.0700,-121.9800,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103788C,1L10SO,1,2,221.93,35.00,18.49,221.9300,-203.4400,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011103996C,1L10SO,12,1,192.50,35.00,192.50,16.0406,176.4594,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104064C,1L10SO,3,1,412.80,35.00,103.20,103.2066,-0.0066,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104096C,1L10SO,1,2,276.25,35.00,23.02,276.2500,-253.2300,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104342C,1L10SO,1,1,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104570C,1L10SO,6,1,444.35,35.00,222.18,222.1750,0.0050,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104572C,1L10SO,1,2,501.20,35.00,41.76,501.2000,-459.4400,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011104828C,1L10SO,12,1,336.14,35.00,336.14,28.0099,308.1301,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105008C,1L10OD,1,1,146.40,35.00,12.20,146.4000,-134.2000,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011105059C,1L10SO,1,1,328.50,35.00,27.37,328.5000,-301.1300,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105332C,1L10SO,1,2,180.38,35.00,15.03,180.3800,-165.3500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105385C,1L10OD,1,1,99.10,35.00,8.25,99.1000,-90.8500,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011105523C,1L10SO,3,1,256.90,35.00,64.23,64.2291,0.0009,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105666C,1L10SO,1,2,295.15,35.00,24.59,295.1500,-270.5600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105839C,1L10SO,1,1,355.40,35.00,29.62,355.4000,-325.7800,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011105951C,1L10OD,12,1,668.30,35.00,668.30,55.6995,612.6005,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011106029C,5L0110,3,1,1707.00,50.00,460.89,460.8798,0.0102,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011106030C,5L0110,3,1,1330.50,50.00,359.24,359.2270,0.0130,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011106214C,1L10SO,1,2,285.95,35.00,23.83,285.9500,-262.1200,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
