MPOLICY,LIFEPRO,LP_CODE,TYPE_CODE,SOURCE_FIELD,PAID_UP_TYPE,BEFORE_MNFOPT,PRED_BEFORE,AFTER_MNFOPT,CHANGED,MDIVOPT,MSTATUS
011198150C,9011198150,4,BA,NF,ET,2,2,2,N,0,57
011198207C,9011198207,4,BA,NF,,0,0,2,Y,0,22
011198246C,9011198246,1,BA,NF,,1,1,1,N,0,55
011198305C,9011198305,1,BA,NF,,1,1,1,N,0,22
011198306C,9011198306,1,BA,NF,,1,1,1,N,0,22
011198344C,9011198344,0,BA,NF,,0,0,0,N,0,53
011198366C,9011198366,4,BA,NF,,0,0,2,Y,0,53
011198370C,9011198370,1,BA,NF,,1,1,1,N,0,55
011198391C,9011198391,0,BA,NF,,0,0,0,N,0,54
011198427C,9011198427,0,BA,NF,,0,0,0,N,0,54
011198428C,9011198428,0,BA,NF,,0,0,0,N,0,54
011198446C,9011198446,4,BA,NF,ET,2,2,2,N,0,44
011198494C,9011198494,0,BA,NF,,0,0,0,N,0,22
011198532C,9011198532,4,BA,NF,ET,2,2,2,N,0,53
011198534C,9011198534,4,BA,NF,,0,0,2,Y,0,53
011198540C,9011198540,4,BA,NF,ET,2,2,2,N,0,53
011198584C,9011198584,4,BA,NF,,0,0,2,Y,0,22
011198680C,9011198680,1,BA,NF,,1,1,1,N,0,22
011198734C,9011198734,4,BA,NF,,0,0,2,Y,0,53
011198765C,9011198765,4,BA,NF,,0,0,2,Y,0,22
011198766C,9011198766,4,BA,NF,,0,0,2,Y,0,22
011198768C,9011198768,0,BA,NF,,0,0,0,N,0,54
011198799C,9011198799,4,BA,NF,,0,0,2,Y,0,22
011198806C,9011198806,4,BA,NF,,0,0,2,Y,0,53
011198807C,9011198807,1,BA,NF,,1,1,1,N,0,22
011198845C,9011198845,1,BA,NF,ET,2,2,2,N,0,57
011198846C,9011198846,4,BA,NF,,0,0,2,Y,0,22
011198871C,9011198871,1,BA,NF,,1,1,1,N,0,22
011198877C,9011198877,4,BA,NF,,0,0,2,Y,0,22
011198926C,9011198926,4,BA,NF,ET,2,2,2,N,0,55
011198951C,9011198951,1,BA,NF,,1,1,1,N,0,55
011198997C,9011198997,1,BA,NF,,1,1,1,N,0,22
011199043C,9011199043,0,BA,NF,,0,0,0,N,0,22
011199046C,9011199046,4,BA,NF,,0,0,2,Y,0,53
011199099C,9011199099,0,BA,NF,,0,0,0,N,0,22
011199270C,9011199270,1,BA,NF,,1,1,1,N,0,22
011199328C,9011199328,4,BA,NF,,0,0,2,Y,0,22
011199349C,9011199349,4,BA,NF,,0,0,2,Y,0,22
011199350C,9011199350,4,BA,NF,,0,0,2,Y,0,22
011199382C,9011199382,1,BA,NF,,1,1,1,N,0,22
011199383C,9011199383,1,BA,NF,,1,1,1,N,0,22
011199398C,9011199398,1,BA,NF,,1,1,1,N,0,22
011199493C,9011199493,1,BA,NF,,1,1,1,N,0,22
011199494C,9011199494,1,BA,NF,,1,1,1,N,0,22
011199527C,9011199527,4,BA,NF,,0,0,2,Y,0,53
011199549C,9011199549,1,BA,NF,,1,1,1,N,0,22
011199570C,9011199570,4,BA,NF,RU,3,3,3,N,0,45
011199593C,9011199593,4,BA,NF,ET,2,2,2,N,0,57
011199612C,9011199612,4,BA,NF,,0,0,2,Y,0,55
011199632C,9011199632,4,BA,NF,,0,0,2,Y,0,53
011199685C,9011199685,1,BA,NF,,1,1,1,N,0,22
011199697C,9011199697,1,BA,NF,,1,1,1,N,0,22
011199702C,9011199702,0,BA,NF,,0,0,0,N,0,54
011199709C,9011199709,4,BA,NF,,0,0,2,Y,0,55
011199710C,9011199710,4,BA,NF,,0,0,2,Y,0,55
011199737C,9011199737,4,BA,NF,,0,0,2,Y,0,22
011199782C,9011199782,4,BA,NF,,0,0,2,Y,0,22
011199908C,9011199908,4,BA,NF,ET,2,2,2,N,0,44
011199974C,9011199974,4,BA,NF,,0,0,2,Y,0,55
011200008C,9011200008,1,BA,NF,ET,2,2,2,N,0,57
011200012C,9011200012,1,BA,NF,,1,1,1,N,0,53
011200046C,9011200046,0,BA,NF,,0,0,0,N,0,22
011200092C,9011200092,1,BA,NF,,1,1,1,N,0,22
011200196C,9011200196,1,BA,NF,,1,1,1,N,0,55
011200210C,9011200210,4,BA,NF,,0,0,2,Y,0,22
011200251C,9011200251,4,BA,NF,,0,0,2,Y,0,53
011200276C,9011200276,4,BA,NF,,0,0,2,Y,0,22
011200338C,9011200338,4,BA,NF,,0,0,2,Y,0,22
011200360C,9011200360,1,BA,NF,,1,1,1,N,0,22
011200456C,9011200456,1,BA,NF,,1,1,1,N,0,22
011200500C,9011200500,4,BA,NF,,0,0,2,Y,0,53
011200570C,9011200570,4,BA,NF,,0,0,2,Y,0,22
011200630C,9011200630,0,BA,NF,,0,0,0,N,0,54
011200672C,9011200672,4,BA,NF,ET,2,2,2,N,0,55
011200673C,9011200673,1,BA,NF,,1,1,1,N,0,22
011200691C,9011200691,4,BA,NF,,0,0,2,Y,0,22
011200872C,9011200872,1,BA,NF,,1,1,1,N,0,22
011201212C,9011201212,4,BA,NF,,0,0,2,Y,0,53
011201227C,9011201227,4,BA,NF,,0,0,2,Y,0,22
011201237C,9011201237,0,BA,NF,,0,0,0,N,0,22
011201280C,9011201280,4,BA,NF,,0,0,2,Y,0,22
011201312C,9011201312,4,BA,NF,,0,0,2,Y,0,53
011201331C,9011201331,4,BA,NF,,0,0,2,Y,0,22
011201332C,9011201332,4,BA,NF,,0,0,2,Y,0,22
011201406C,9011201406,1,BA,NF,,1,1,1,N,0,22
011201620C,9011201620,0,BA,NF,,0,0,0,N,0,22
011201621C,9011201621,0,BA,NF,,0,0,0,N,0,53
011201622C,9011201622,1,BA,NF,,1,1,1,N,0,22
011201656C,9011201656,4,BA,NF,,0,0,2,Y,0,53
011201896C,9011201896,4,BA,NF,RU,3,3,3,N,0,53
011201953C,9011201953,4,BA,NF,,0,0,2,Y,0,55
011202039C,9011202039,4,BA,NF,ET,2,2,2,N,0,44
011202182C,9011202182,4,BA,NF,RU,3,3,3,N,0,53
011202381C,9011202381,4,BA,NF,,0,0,2,Y,0,53
011202501C,9011202501,4,BA,NF,ET,2,2,2,N,0,57
011202724C,9011202724,4,BA,NF,,0,0,2,Y,0,55
011202750C,9011202750,1,BA,NF,,1,1,1,N,0,53
011202767C,9011202767,1,BA,NF,,1,1,1,N,0,55
011203001C,9011203001,1,BA,NF,RU,3,3,3,N,0,55
011203015C,9011203015,1,BA,NF,,1,1,1,N,0,22
011203122C,9011203122,1,BA,NF,,1,1,1,N,0,53
011203193C,9011203193,4,BA,NF,,0,0,2,Y,0,22
011203228C,9011203228,0,BA,NF,,0,0,0,N,0,22
011203311C,9011203311,4,BA,NF,,0,0,2,Y,0,53
011203335C,9011203335,4,BA,NF,,0,0,2,Y,0,22
011203371C,9011203371,1,BA,NF,ET,2,2,2,N,0,57
011203426C,9011203426,4,BA,NF,,0,0,2,Y,0,22
011203455C,9011203455,1,BA,NF,,1,1,1,N,0,22
011203456C,9011203456,1,BA,NF,,1,1,1,N,0,22
011203457C,9011203457,2,BA,NF,,1,1,1,N,0,22
011203458C,9011203458,1,BA,NF,,1,1,1,N,0,22
011203535C,9011203535,1,BA,NF,,1,1,1,N,0,22
011203598C,9011203598,1,BA,NF,ET,2,2,2,N,0,57
011203772C,9011203772,4,BA,NF,,0,0,2,Y,0,22
011203803C,9011203803,4,BA,NF,,0,0,2,Y,0,22
011203804C,9011203804,4,BA,NF,,0,0,2,Y,0,22
011203868C,9011203868,1,BA,NF,,1,1,1,N,0,22
011203871C,9011203871,1,BA,NF,,1,1,1,N,0,22
011203904C,9011203904,4,BA,NF,,0,0,2,Y,0,53
011204021C,9011204021,1,BA,NF,,1,1,1,N,0,22
011204042C,9011204042,4,BA,NF,,0,0,2,Y,0,53
011204044C,9011204044,4,BA,NF,,0,0,2,Y,0,22
011204058C,9011204058,0,BA,NF,,0,0,0,N,0,22
011204059C,9011204059,1,BA,NF,,1,1,1,N,0,22
011204060C,9011204060,1,BA,NF,,1,1,1,N,0,22
011204061C,9011204061,4,BA,NF,ET,2,2,2,N,0,44
011204257C,9011204257,4,BA,NF,,0,0,2,Y,0,22
011204292C,9011204292,4,BA,NF,,0,0,2,Y,0,53
011204293C,9011204293,4,BA,NF,,0,0,2,Y,0,22
011204543C,9011204543,4,BA,NF,,0,0,2,Y,0,22
011204579C,9011204579,4,BA,NF,,0,0,2,Y,0,55
011204761C,9011204761,4,BA,NF,RU,3,3,3,N,0,53
011204810C,9011204810,4,BA,NF,RU,3,3,3,N,0,45
011204824C,9011204824,4,BA,NF,,0,0,2,Y,0,53
011204865C,9011204865,4,BA,NF,,0,0,2,Y,0,22
011204866C,9011204866,4,BA,NF,,0,0,2,Y,0,22
011204960C,9011204960,4,BA,NF,,0,0,2,Y,0,53
011204984C,9011204984,4,BA,NF,,0,0,2,Y,0,53
011205079C,9011205079,4,BA,NF,ET,2,2,2,N,0,53
011205082C,9011205082,4,BA,NF,,0,0,2,Y,0,55
011205111C,9011205111,4,BA,NF,,0,0,2,Y,0,22
011205240C,9011205240,4,BA,NF,,0,0,2,Y,0,22
011205441C,9011205441,4,BA,NF,RU,3,3,3,N,0,45
011205839C,9011205839,4,BA,NF,,0,0,2,Y,0,22
011205919C,9011205919,1,BA,NF,,1,1,1,N,0,53
011206100C,9011206100,4,BA,NF,,0,0,2,Y,0,22
011206224C,9011206224,0,BA,NF,,0,0,0,N,0,22
011206380C,9011206380,4,BA,NF,,0,0,2,Y,0,55
011206410C,9011206410,1,BA,NF,,1,1,1,N,0,55
011206462C,9011206462,4,BA,NF,,0,0,2,Y,0,53
011206506C,9011206506,4,BA,NF,,0,0,2,Y,0,22
011206562C,9011206562,1,BA,NF,,1,1,1,N,0,53
011206644C,9011206644,1,BA,NF,,1,1,1,N,0,55
011206953C,9011206953,4,BA,NF,,0,0,2,Y,0,22
011207045C,9011207045,1,BA,NF,,1,1,1,N,0,22
011207095C,9011207095,1,BA,NF,,1,1,1,N,0,55
011207112C,9011207112,1,BA,NF,,1,1,1,N,0,22
011207113C,9011207113,1,BA,NF,ET,2,2,2,N,0,57
011207114C,9011207114,1,BA,NF,,1,1,1,N,0,22
011207115C,9011207115,1,BA,NF,,1,1,1,N,0,22
011207116C,9011207116,1,BA,NF,,1,1,1,N,0,22
011207117C,9011207117,1,BA,NF,,1,1,1,N,0,22
011207210C,9011207210,1,BA,NF,,1,1,1,N,0,53
011207222C,9011207222,1,BA,NF,,1,1,1,N,0,53
011207224C,9011207224,4,BA,NF,,0,0,2,Y,0,22
011207250C,9011207250,1,BA,NF,,1,1,1,N,0,22
011207251C,9011207251,1,BA,NF,,1,1,1,N,0,22
011207360C,9011207360,4,BA,NF,RU,3,3,3,N,0,45
011207563C,9011207563,1,BA,NF,,1,1,1,N,0,22
011207677C,9011207677,4,BA,NF,,0,0,2,Y,0,53
011207685C,9011207685,4,BA,NF,,0,0,2,Y,0,22
011207733C,9011207733,1,BA,NF,,1,1,1,N,0,53
011207748C,9011207748,0,BA,NF,,0,0,0,N,0,22
011207871C,9011207871,1,BA,NF,,1,1,1,N,0,53
011208031C,9011208031,4,BA,NF,,0,0,2,Y,0,22
011208032C,9011208032,0,BA,NF,,0,0,0,N,0,22
011208037C,9011208037,4,BA,NF,ET,2,2,2,N,0,44
011208104C,9011208104,4,BA,NF,PU,0,0,0,N,0,53
011208194C,9011208194,4,BA,NF,,0,0,2,Y,0,22
011208260C,9011208260,4,BA,NF,,0,0,2,Y,0,22
011208304C,9011208304,1,BA,NF,,1,1,1,N,0,55
011208305C,9011208305,0,BA,NF,,0,0,0,N,0,56
011208332C,9011208332,1,BA,NF,,1,1,1,N,0,22
011208333C,9011208333,5,BA,NF,RU,3,3,3,N,0,45
011208334C,9011208334,5,BA,NF,RU,3,3,3,N,0,45
011208428C,9011208428,1,BA,NF,,1,1,1,N,0,22
011208430C,9011208430,1,BA,NF,,1,1,1,N,0,22
011208639C,9011208639,4,BA,NF,,0,0,2,Y,0,22
011208730C,9011208730,1,BA,NF,,1,1,1,N,0,55
011208787C,9011208787,2,BA,NF,,1,1,1,N,0,53
011208817C,9011208817,1,BA,NF,,1,1,1,N,0,53
011208848C,9011208848,4,BA,NF,ET,2,2,2,N,0,57
011208849C,9011208849,4,BA,NF,ET,2,2,2,N,0,57
011208904C,9011208904,4,BA,NF,,0,0,2,Y,0,22
011208984C,9011208984,4,BA,NF,ET,2,2,2,N,0,57
011209064C,9011209064,1,BA,NF,,1,1,1,N,0,55
011209068C,9011209068,1,BA,NF,,1,1,1,N,0,22
011209097C,9011209097,4,BA,NF,,0,0,2,Y,0,22
011209098C,9011209098,4,BA,NF,,0,0,2,Y,0,22
011209262C,9011209262,4,BA,NF,,0,0,2,Y,0,53
011209469C,9011209469,1,BA,NF,,1,1,1,N,0,53
011209496C,9011209496,1,BA,NF,ET,2,2,2,N,0,57
011209898C,9011209898,1,BA,NF,,1,1,1,N,0,22
011209916C,9011209916,1,BA,NF,,1,1,1,N,0,55
011209917C,9011209917,1,BA,NF,,1,1,1,N,0,22
011209963C,9011209963,4,BA,NF,RU,3,3,3,N,0,53
011210057C,9011210057,1,BA,NF,,1,1,1,N,0,22
011210058C,9011210058,1,BA,NF,,1,1,1,N,0,22
011210060C,9011210060,1,BA,NF,ET,2,2,2,N,0,57
011210089C,9011210089,4,BA,NF,RU,3,3,3,N,0,53
011210149C,9011210149,1,BA,NF,,1,1,1,N,0,53
011210337C,9011210337,5,BA,NF,,0,0,3,Y,0,53
011210489C,9011210489,4,BA,NF,ET,2,2,2,N,0,57
011210611C,9011210611,1,BA,NF,,1,1,1,N,0,22
011210635C,9011210635,4,BA,NF,ET,2,2,2,N,0,57
011210715C,9011210715,1,BA,NF,,1,1,1,N,0,55
011210716C,9011210716,1,BA,NF,,1,1,1,N,0,55
011210717C,9011210717,1,BA,NF,,1,1,1,N,0,55
011210718C,9011210718,1,BA,NF,,1,1,1,N,0,55
011210719C,9011210719,1,BA,NF,,1,1,1,N,0,55
011210720C,9011210720,1,BA,NF,,1,1,1,N,0,53
011210768C,9011210768,1,BA,NF,,1,1,1,N,0,22
011210769C,9011210769,1,BA,NF,,1,1,1,N,0,22
011210918C,9011210918,4,BA,NF,,0,0,2,Y,0,22
011210919C,9011210919,4,BA,NF,,0,0,2,Y,0,22
011210945C,9011210945,4,BA,NF,,0,0,2,Y,0,55
011211045C,9011211045,4,BA,NF,,0,0,2,Y,0,22
011211133C,9011211133,1,BA,NF,,1,1,1,N,0,22
011211134C,9011211134,1,BA,NF,,1,1,1,N,0,22
011211323C,9011211323,1,BA,NF,,1,1,1,N,0,55
011211324C,9011211324,1,BA,NF,,1,1,1,N,0,22
011211325C,9011211325,1,BA,NF,,1,1,1,N,0,22
011211326C,9011211326,1,BA,NF,,1,1,1,N,0,22
011211451C,9011211451,1,BA,NF,,1,1,1,N,0,55
011211825C,9011211825,1,BA,NF,,1,1,1,N,0,22
011211826C,9011211826,1,BA,NF,,1,1,1,N,0,22
011211973C,9011211973,4,BA,NF,,0,0,2,Y,0,55
011212034C,9011212034,1,BA,NF,,1,1,1,N,0,22
011212050C,9011212050,1,BA,NF,,1,1,1,N,0,53
011212151C,9011212151,4,BA,NF,,0,0,2,Y,0,22
011212338C,9011212338,1,BA,NF,,1,1,1,N,0,22
011212339C,9011212339,1,BA,NF,,1,1,1,N,0,22
011212602C,9011212602,1,BA,NF,,1,1,1,N,0,53
011212725C,9011212725,4,BA,NF,,0,0,2,Y,0,22
011212753C,9011212753,4,BA,NF,,0,0,2,Y,0,53
011212754C,9011212754,4,BA,NF,,0,0,2,Y,0,22
011213043C,9011213043,1,BA,NF,,1,1,1,N,0,22
011213201C,9011213201,1,BA,NF,,1,1,1,N,0,22
011213238C,9011213238,1,BA,NF,,1,1,1,N,0,22
011213262C,9011213262,4,BA,NF,,0,0,2,Y,0,53
011213263C,9011213263,4,BA,NF,,0,0,2,Y,0,22
011213264C,9011213264,5,BA,NF,,0,0,3,Y,0,22
011213363C,9011213363,1,BA,NF,,1,1,1,N,0,22
011213461C,9011213461,4,BA,NF,ET,2,2,2,N,0,44
011213537C,9011213537,1,BA,NF,,1,1,1,N,0,22
011214044C,9011214044,4,BA,NF,,0,0,2,Y,0,22
011214116C,9011214116,1,BA,NF,,1,1,1,N,0,22
011214181C,9011214181,4,BA,NF,,0,0,2,Y,0,53
011214223C,9011214223,1,BA,NF,ET,2,2,2,N,0,57
011214229C,9011214229,1,BA,NF,,1,1,1,N,0,22
011214314C,9011214314,1,BA,NF,,1,1,1,N,0,22
011214338C,9011214338,4,BA,NF,,0,0,2,Y,0,55
011214478C,9011214478,1,BA,NF,,1,1,1,N,0,22
011214731C,9011214731,1,BA,NF,,1,1,1,N,0,22
011215024C,9011215024,1,BA,NF,,1,1,1,N,0,22
011215080C,9011215080,1,BA,NF,ET,2,2,2,N,0,44
011215081C,9011215081,1,BA,NF,ET,2,2,2,N,0,57
011215361C,9011215361,1,BA,NF,,1,1,1,N,0,22
011215362C,9011215362,4,BA,NF,,0,0,2,Y,0,22
011215363C,9011215363,4,BA,NF,,0,0,2,Y,3,22
011215543C,9011215543,4,BA,NF,,0,0,2,Y,3,22
011215550C,9011215550,4,BA,NF,,0,0,2,Y,3,22
011215896C,9011215896,5,BA,NF,RU,3,3,3,N,3,45
011215903C,9011215903,4,BA,NF,,0,0,2,Y,3,55
011216059C,9011216059,4,BA,NF,,0,0,2,Y,0,55
011216127C,9011216127,1,BA,NF,ET,2,2,2,N,0,57
011216178C,9011216178,4,BA,NF,,0,0,2,Y,3,22
011216179C,9011216179,4,BA,NF,,0,0,2,Y,3,22
011216497C,9011216497,4,BA,NF,,0,0,2,Y,3,53
011216498C,9011216498,1,BA,NF,,1,1,1,N,0,22
011216545C,9011216545,4,BA,NF,,0,0,2,Y,3,53
011216680C,9011216680,5,BA,NF,,0,0,3,Y,3,53
011216797C,9011216797,5,BA,NF,RU,3,3,3,N,3,45
011216835C,9011216835,0,BA,NF,PU,0,0,0,N,0,41
011216836C,9011216836,0,BA,NF,PU,0,0,0,N,0,54
011217011C,9011217011,4,BA,NF,,0,0,2,Y,0,22
011217012C,9011217012,4,BA,NF,,0,0,2,Y,0,22
011217014C,9011217014,0,BA,NF,SP,0,0,0,N,3,42
011217112C,9011217112,1,BA,NF,,1,1,1,N,0,53
011217116C,9011217116,3,BA,NF,,3,3,1,Y,3,22
011217204C,9011217204,3,BA,NF,,3,3,1,Y,3,22
011217205C,9011217205,4,BA,NF,,0,0,2,Y,0,22
011217615C,9011217615,4,BA,NF,,0,0,2,Y,3,55
011217617C,9011217617,4,BA,NF,,0,0,2,Y,3,53
011217684C,9011217684,3,BA,NF,,3,3,1,Y,3,53
011217685C,9011217685,4,BA,NF,,0,0,2,Y,3,22
011217687C,9011217687,3,BA,NF,,3,3,1,Y,3,55
011217838C,9011217838,0,BA,NF,SP,0,0,0,N,3,42
011217839C,9011217839,1,BA,NF,,1,1,1,N,0,55
011217970C,9011217970,4,BA,NF,,0,0,2,Y,3,53
011218020C,9011218020,4,BA,NF,,0,0,2,Y,3,53
011218157C,9011218157,4,BA,NF,ET,2,2,2,N,0,44
011218497C,9011218497,4,BA,NF,,0,0,2,Y,3,22
011219517C,9011219517,3,BA,NF,,3,3,1,Y,3,55
011219543C,9011219543,3,BA,NF,,3,3,1,Y,3,53
011219600C,9011219600,1,BA,NF,,1,1,1,N,0,22
011219601C,9011219601,1,BA,NF,,1,1,1,N,0,22
011219602C,9011219602,1,BA,NF,,1,1,1,N,0,22
011220279C,9011220279,4,BA,NF,,0,0,2,Y,0,22
011220581C,9011220581,4,BA,NF,,0,0,2,Y,3,53
011220582C,9011220582,4,BA,NF,,0,0,2,Y,3,53
011220928C,9011220928,4,BA,NF,ET,2,2,2,N,3,55
011221209C,9011221209,4,BA,NF,,0,0,2,Y,3,55
011221211C,9011221211,4,BA,NF,,0,0,2,Y,3,55
011221309C,9011221309,3,BA,NF,,3,3,1,Y,3,53
011221336C,9011221336,4,BA,NF,,0,0,2,Y,3,22
011221537C,9011221537,4,BA,NF,,0,0,2,Y,3,22
011221817C,9011221817,4,BA,NF,RU,3,3,3,N,0,45
011221818C,9011221818,4,BA,NF,RU,3,3,3,N,0,45
011222039C,9011222039,3,BA,NF,,3,3,1,Y,3,53
011222127C,9011222127,4,BA,NF,,0,0,2,Y,0,22
011222530C,9011222530,4,BA,NF,,0,0,2,Y,3,53
011222584C,9011222584,3,BA,NF,,3,3,1,Y,3,55
011222585C,9011222585,4,BA,NF,,0,0,2,Y,3,53
011222586C,9011222586,4,BA,NF,,0,0,2,Y,3,22
011223517C,9011223517,4,BA,NF,ET,2,2,2,N,3,53
011223520C,9011223520,4,BA,NF,,0,0,2,Y,3,53
011223521C,9011223521,0,BA,NF,SP,0,0,0,N,3,42
011223568C,9011223568,3,BA,NF,,3,3,1,Y,3,53
011223894C,9011223894,1,BA,NF,,1,1,1,N,0,22
011223989C,9011223989,3,BA,NF,,3,3,1,Y,3,53
011224132C,9011224132,0,BA,NF,SP,0,0,0,N,3,42
011224135C,9011224135,4,BA,NF,,0,0,2,Y,3,22
011224349C,9011224349,1,BA,NF,,1,1,1,N,0,55
011224365C,9011224365,3,BA,NF,,3,3,1,Y,3,22
011224556C,9011224556,3,BA,NF,,3,3,1,Y,3,22
011224634C,9011224634,4,BA,NF,,0,0,2,Y,0,22
011224635C,9011224635,4,BA,NF,,0,0,2,Y,0,22
011224748C,9011224748,4,BA,NF,,0,0,2,Y,0,22
011224874C,9011224874,4,BA,NF,,0,0,2,Y,3,53
011225015C,9011225015,1,BA,NF,,1,1,1,N,0,22
011225016C,9011225016,1,BA,NF,,1,1,1,N,0,55
011225266C,9011225266,3,BA,NF,,3,3,1,Y,3,53
011225329C,9011225329,3,BA,NF,,3,3,1,Y,3,53
011225416C,9011225416,4,BA,NF,,0,0,2,Y,3,53
011225492C,9011225492,4,BA,NF,,0,0,2,Y,0,55
011225528C,9011225528,4,BA,NF,,0,0,2,Y,3,22
011225617C,9011225617,4,BA,NF,,0,0,2,Y,3,22
011225793C,9011225793,3,BA,NF,,3,3,1,Y,3,55
011226091C,9011226091,3,BA,NF,,3,3,1,Y,3,53
011226092C,9011226092,4,BA,NF,,0,0,2,Y,3,22
011226136C,9011226136,1,BA,NF,,1,1,1,N,0,22
011226137C,9011226137,4,BA,NF,,0,0,2,Y,0,22
011226273C,9011226273,1,BA,NF,,1,1,1,N,0,22
011226577C,9011226577,4,BA,NF,,0,0,2,Y,3,53
011226579C,9011226579,1,BA,NF,ET,2,2,2,N,0,44
011227429C,9011227429,1,BA,NF,,1,1,1,N,0,55
011227527C,9011227527,4,BA,NF,,0,0,2,Y,3,22
011227528C,9011227528,4,BA,NF,,0,0,2,Y,3,53
011227604C,9011227604,4,BA,NF,,0,0,2,Y,3,22
011227605C,9011227605,4,BA,NF,,0,0,2,Y,3,53
011227606C,9011227606,0,BA,NF,SP,0,0,0,N,3,42
011227607C,9011227607,0,BA,NF,SP,0,0,0,N,3,42
011227608C,9011227608,0,BA,NF,SP,0,0,0,N,3,42
011227609C,9011227609,0,BA,NF,SP,0,0,0,N,3,42
011227610C,9011227610,0,BA,NF,SP,0,0,0,N,3,42
011227611C,9011227611,0,BA,NF,SP,0,0,0,N,3,42
011227662C,9011227662,0,BA,NF,PU,0,0,0,N,0,54
011228088C,9011228088,4,BA,NF,,0,0,2,Y,0,22
011228944C,9011228944,4,BA,NF,ET,2,2,2,N,3,57
011228945C,9011228945,4,BA,NF,,0,0,2,Y,3,22
011228946C,9011228946,4,BA,NF,,0,0,2,Y,0,22
011229146C,9011229146,4,BA,NF,,0,0,2,Y,3,22
011229408C,9011229408,4,BA,NF,,0,0,2,Y,3,53
011229564C,9011229564,4,BA,NF,,0,0,2,Y,3,22
011229565C,9011229565,4,BA,NF,,0,0,2,Y,3,53
011229737C,9011229737,1,BA,NF,,1,1,1,N,0,55
011229738C,9011229738,1,BA,NF,,1,1,1,N,0,55
011229897C,9011229897,3,BA,NF,,3,3,1,Y,3,22
01122D991C,901122D991,,BA,NF,LP,0,0,0,N,0,54
011230043C,9011230043,4,BA,NF,,0,0,2,Y,3,22
011230685C,9011230685,0,BA,NF,SP,0,0,0,N,3,42
011230763C,9011230763,3,BA,NF,,3,3,1,Y,3,22
011230767C,9011230767,3,BA,NF,,3,3,1,Y,3,55
011231670C,9011231670,4,BA,NF,,0,0,2,Y,3,53
011231856C,9011231856,4,BA,NF,,0,0,2,Y,3,22
011232740C,9011232740,4,BA,NF,,0,0,2,Y,3,22
011232775C,9011232775,1,BA,NF,,1,1,1,N,0,55
011232776C,9011232776,1,BA,NF,,1,1,1,N,0,55
011233593C,9011233593,4,BA,NF,,0,0,2,Y,3,53
011233776C,9011233776,4,BA,NF,,0,0,2,Y,3,53
011233827C,9011233827,3,BA,NF,,3,3,1,Y,3,22
011233828C,9011233828,4,BA,NF,,0,0,2,Y,3,53
011234281C,9011234281,4,BA,NF,,0,0,2,Y,3,22
011235627C,9011235627,4,BA,NF,,0,0,2,Y,3,53
011235717C,9011235717,3,BA,NF,,3,3,1,Y,3,22
011235718C,9011235718,4,BA,NF,,0,0,2,Y,3,22
011235719C,9011235719,3,BA,NF,,3,3,1,Y,3,53
011236347C,9011236347,4,BA,NF,,0,0,2,Y,3,22
011236350C,9011236350,4,BA,NF,,0,0,2,Y,3,22
011236729C,9011236729,4,BA,NF,,0,0,2,Y,3,22
011237180C,9011237180,4,BA,NF,,0,0,2,Y,3,53
011237181C,9011237181,4,BA,NF,,0,0,2,Y,3,22
011237657C,9011237657,4,BA,NF,,0,0,2,Y,3,53
011237659C,9011237659,3,BA,NF,,3,3,1,Y,3,22
011237660C,9011237660,3,BA,NF,,3,3,1,Y,3,53
011237663C,9011237663,3,BA,NF,,3,3,1,Y,3,53
011238177C,9011238177,1,BA,NF,,1,1,1,N,0,22
011238178C,9011238178,4,BA,NF,ET,2,2,2,N,0,44
011238321C,9011238321,3,BA,NF,,3,3,1,Y,3,53
011238370C,9011238370,4,BA,NF,,0,0,2,Y,0,22
011238372C,9011238372,3,BA,NF,,3,3,1,Y,3,22
011238989C,9011238989,4,BA,NF,,0,0,2,Y,3,22
011239201C,9011239201,5,BA,NF,RU,3,3,3,N,3,45
011239255C,9011239255,3,BA,NF,,3,3,1,Y,3,53
011239405C,9011239405,0,BA,NF,SP,0,0,0,N,3,42
011240164C,9011240164,4,BA,NF,,0,0,2,Y,3,22
011240763C,9011240763,4,BA,NF,,0,0,2,Y,0,55
011241516C,9011241516,4,BA,NF,,0,0,2,Y,3,22
011243725C,9011243725,3,BA,NF,,3,3,1,Y,3,53
011243732C,9011243732,3,BA,NF,,3,3,1,Y,0,22
011243733C,9011243733,4,BA,NF,,0,0,2,Y,3,22
011243734C,9011243734,4,BA,NF,SP,0,0,0,N,3,42
011243759C,9011243759,4,BA,NF,,0,0,2,Y,3,53
011243760C,9011243760,4,BA,NF,,0,0,2,Y,3,22
011244378C,9011244378,3,BA,NF,,3,3,1,Y,3,53
011244788C,9011244788,4,BA,NF,,0,0,2,Y,3,22
011244789C,9011244789,4,BA,NF,ET,2,2,2,N,0,44
011244850C,9011244850,3,BA,NF,,3,3,1,Y,3,22
011245721C,9011245721,4,BA,NF,ET,2,2,2,N,0,44
011245722C,9011245722,4,BA,NF,ET,2,2,2,N,0,44
011245723C,9011245723,4,BA,NF,ET,2,2,2,N,0,44
011246246C,9011246246,3,BA,NF,,3,3,1,Y,3,53
011246525C,9011246525,4,BA,NF,,0,0,2,Y,0,55
011246930C,9011246930,4,BA,NF,,0,0,2,Y,0,22
011246931C,9011246931,3,BA,NF,,3,3,1,Y,3,53
