MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
FRT B2 55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
