QLA,MPHASE,MPLAN,MPHSTAT,BENEFIT_TYPE,BENEFIT_SEQ,MODE_PREMIUM,ANN_PREM_PER_UNIT,MPREM_CURRENT
011274757C,3,982JPO,22,SU          ,3,0.0,0.0,0.0
011275502C,2,9DIS25,56,SU          ,2,0.0,0.0,0.0
011275503C,2,9DIS25,56,SU          ,2,0.0,0.0,0.0
01154D174C,1,1SALOL,45,BA          ,1,0.0,0.0,0.0
01159D276C,1,1SALOL,45,BA          ,1,0.0,0.0,0.0
013000159C,1,1L10SO,41,BA          ,1,0.0,0.0,0.0
01330D153C,1,1SALOL,45,BA          ,1,0.0,0.0,0.0
01353D732C,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01353D732C,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01422D089C,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01422D089C,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
015000261C,1,17CSI5,45,BA          ,1,0.0,0.0,0.0
015000586C,1,17CSI7,44,BA          ,1,0.0,0.0,0.0
019042500C,1,7619PU,41,BA          ,1,0.0,0.0,0.0
019731970C,1,1578 SPSPU,54,BA          ,1,0.0,0.0,0.0
019838702C,1,1578 SPSPU,41,BA          ,1,0.0,0.0,0.0
01FG8033BC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8033CC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8217AC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8217BC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8217CC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8217DC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01FG8302BC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01FG8302BC,2,1SALMI,56,SU          ,2,0.0,0.0,0.0
01FG8314BC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01FG8314BC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01FG8314DC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01FG8314DC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01FG8314EC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01FG8314EC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01FG8314FC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01FG8314FC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML4012AC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
01ML4140BC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML4140BC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML4140CC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML4140CC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8314BC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8314BC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8378AC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8378AC,2,1SALMI,56,SU          ,2,0.0,0.0,0.0
01ML8378BC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8378BC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8378CC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8378CC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8378DC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8378DC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8378EC,1,1SALML,45,BA          ,1,0.0,0.0,0.0
01ML8378EC,2,1SALMI,22,SU          ,2,0.0,0.0,0.0
01ML8450BC,1,1SALML,54,BA          ,1,0.0,0.0,0.0
