mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9011207210C,9011207210,AVAILABLE_MATCH,N,25085.96,25085.96,0.0,1,2,25085.96,2,0.0,0.0,0,,0.0,133,"{""clearing_death"": 25052.88, ""interest_death_benefit"": 33.08, ""payout_death_claim_payment"": 25085.96, ""unclassified"": 3685.21}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2021-07-13 00:00:00
9011207222C,9011207222,IN_OUTPUT_NO_DEATH_HEADER,N,4876.98,0.0,0.0,0,,0.0,0,4876.98,0.0,1,DISBURSEMENT,0.0,203,"{""clearing_death"": 5226.22, ""loan_interest_capitalized"": 233.54, ""loan_principal_interest"": 258.0, ""loan_unearned_interest_income"": 184.21, ""payout_death_claim_payment"": 4876.98, ""payout_related"": 8.4, ""reversal"": 163.2, ""unapplied_intraco"": 4205.82, ""unclassified"": 588.0}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,111102,2021-10-28 00:00:00
9011207871C,9011207871,AVAILABLE_MATCH,N,35132.32,35132.32,0.0,1,2,0.0,0,0.0,-35132.32,0,,0.0,116,"{""clearing_death"": 35105.84, ""interest_death_benefit"": 26.48, ""payout_death_claim_payment"": 35132.32, ""unclassified"": 8747.24}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2023-09-06 00:00:00
9011208104C,9011208104,AVAILABLE_MATCH,N,4000.0,4000.0,0.0,1,2,4000.0,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 4000.0, ""payout_death_claim_payment"": 4000.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2021-08-11 00:00:00
9011208787C,9011208787,AVAILABLE_MISMATCH,N,36660.0,0.0,0.0,1,2,0.0,0,36660.0,0.0,0,,0.0,137,"{""clearing_death"": 63520.04, ""loan_interest_capitalized"": 2870.15, ""loan_unearned_interest_income"": 504.28, ""payout_death_claim_payment"": 36660.0, ""unclassified"": 5208.06}",MISSING_DEATH_MPAID_BUT_PACTG_PAYOUT,CSO paid > 0 but death MPAID=0; open PACTG 0094/1058 payout exists,1L1105,2021-08-24 00:00:00
9011208817C,9011208817,AVAILABLE_MATCH,N,7032.61,7032.61,0.0,1,2,7032.61,2,0.0,0.0,0,,0.0,21,"{""clearing_death"": 7032.61, ""payout_death_claim_payment"": 7032.61, ""unclassified"": 304.49}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2018-09-12 00:00:00
9011209067C,9011209067,MISSING_ERIC_SUPPLY,N,13140.28,0.0,0.0,0,,0.0,0,13140.28,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111101,2017-11-22 00:00:00
9011209262C,9011209262,MISSING_ERIC_SUPPLY,N,7681.39,0.0,0.0,0,,0.0,0,7681.39,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2019-12-10 00:00:00
9011209469C,9011209469,MISSING_ERIC_SUPPLY,N,28908.74,0.0,0.0,0,,0.0,0,28908.74,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111302,2019-05-17 00:00:00
9011209963C,9011209963,AVAILABLE_MATCH,N,3208.14,3208.14,0.0,1,2,3208.14,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 3208.14, ""payout_death_claim_payment"": 3208.14}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2022-11-07 00:00:00
9011210089C,9011210089,AVAILABLE_MATCH,N,2157.99,2157.99,0.0,1,2,2157.99,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 2157.99, ""payout_death_claim_payment"": 2157.99}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-12-22 00:00:00
9011210149C,9011210149,MISSING_ERIC_SUPPLY,N,23938.07,0.0,0.0,0,,0.0,0,23938.07,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2020-07-15 00:00:00
9011210337C,9011210337,AVAILABLE_MATCH,N,10060.87,10060.87,0.0,1,2,10060.87,1,0.0,0.0,0,,0.0,106,"{""clearing_death"": 10060.87, ""payout_death_claim_payment"": 10060.87, ""unclassified"": 3050.28}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111402,2022-06-21 00:00:00
9011211691C,9011211691,MISSING_ERIC_SUPPLY,N,10035.86,0.0,0.0,0,,0.0,0,10035.86,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111002,2017-09-19 00:00:00
9011212602C,9011212602,AVAILABLE_MISMATCH,N,13665.61,6077.68,0.0,1,2,6077.68,2,7587.93,0.0,0,,0.0,213,"{""clearing_death"": 36393.09, ""loan_interest_capitalized"": 15792.23, ""loan_principal_interest"": 1000.0, ""loan_unearned_interest_income"": 13701.93, ""payout_death_claim_payment"": 19743.29, ""reversal"": 2754.65, ""unapplied_intraco"": 10358.0, ""unclassified"": 1140.76}",INTRACO_OR_REINSTATE_REVIEW,Intra-co / reinstatement layers present with residual,111302,2021-01-19 00:00:00
9011212753C,9011212753,AVAILABLE_MATCH,N,5038.05,5038.05,0.0,1,2,5038.05,1,0.0,0.0,0,,0.0,30,"{""clearing_death"": 5038.05, ""payout_death_claim_payment"": 5038.05, ""unclassified"": 212.7}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2018-08-20 00:00:00
9011213262C,9011213262,AVAILABLE_MATCH,N,10039.53,10039.53,0.0,1,2,10039.53,1,0.0,0.0,0,,0.0,66,"{""clearing_death"": 10039.53, ""payout_death_claim_payment"": 10039.53, ""unclassified"": 1744.46}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2020-08-25 00:00:00
9011214181C,9011214181,AVAILABLE_MATCH,N,5121.11,5121.11,0.0,1,2,0.0,0,0.0,-5121.11,0,,0.0,154,"{""clearing_death"": 5121.11, ""payout_death_claim_payment"": 5121.11, ""unclassified"": 2227.43}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-09-22 00:00:00
9011216497C,9011216497,AVAILABLE_MATCH,N,25054.9,25054.9,0.0,1,2,25054.9,1,0.0,0.0,0,,0.0,22,"{""clearing_death"": 25031.33, ""interest_death_benefit"": 23.57, ""payout_death_claim_payment"": 25054.9, ""unclassified"": 2115.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2019-07-25 00:00:00
9011216545C,9011216545,AVAILABLE_MATCH,N,25080.72,25080.72,0.0,1,2,25080.72,2,0.0,0.0,0,,0.0,204,"{""clearing_death"": 25007.55, ""interest_death_benefit"": 73.17, ""payout_death_claim_payment"": 25080.72, ""unclassified"": 3010.45}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2022-02-23 00:00:00
9011216680C,9011216680,AVAILABLE_MATCH,N,15331.67,15331.67,0.0,1,2,0.0,0,0.0,-15331.67,0,,0.0,90,"{""clearing_death"": 15331.67, ""payout_death_claim_payment"": 15331.67, ""unapplied_intraco"": 9388.8, ""unclassified"": 251.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1601,2021-10-13 00:00:00
9011217112C,9011217112,AVAILABLE_MATCH,N,2566.44,2566.44,0.0,1,2,2566.44,2,0.0,0.0,0,,0.0,23,"{""clearing_death"": 2566.44, ""payout_death_claim_payment"": 2566.44, ""unapplied_intraco"": 1131.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,166600,2024-03-07 00:00:00
9011217617C,9011217617,MISSING_ERIC_SUPPLY,N,6066.91,0.0,0.0,0,,0.0,0,6066.91,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2022-03-16 00:00:00
9011217970C,9011217970,AVAILABLE_MISMATCH,N,7988.35,0.0,0.0,1,2,0.0,0,7988.35,0.0,0,,0.0,67,"{""clearing_death"": 8058.25, ""payout_death_claim_payment"": 7988.35, ""payout_related"": 15976.7, ""reinstatement_related"": 11.65, ""reversal"": 31988.35, ""unclassified"": 784.81}",MISSING_DEATH_MPAID_BUT_PACTG_PAYOUT,CSO paid > 0 but death MPAID=0; open PACTG 0094/1058 payout exists,111101,2019-03-27 00:00:00
9011218020C,9011218020,AVAILABLE_MATCH,N,25098.85,25098.85,0.0,1,2,25098.85,1,0.0,0.0,0,,0.0,66,"{""clearing_death"": 25098.85, ""payout_death_claim_payment"": 25098.85, ""unclassified"": 2470.33}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2019-08-20 00:00:00
9011219543C,9011219543,AVAILABLE_MATCH,N,10040.85,10040.85,0.0,1,2,10040.85,1,0.0,0.0,0,,0.0,130,"{""clearing_death"": 10040.85, ""payout_death_claim_payment"": 10040.85, ""unclassified"": 3875.78}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2023-10-25 00:00:00
9011220581C,9011220581,AVAILABLE_MATCH,N,5082.0,5082.0,0.0,1,2,5082.0,1,0.0,0.0,0,,0.0,17,"{""clearing_death"": 5026.33, ""interest_death_benefit"": 55.67, ""payout_death_claim_payment"": 5082.0, ""unapplied_intraco"": 2563.2, ""unclassified"": 39.23}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2022-02-08 00:00:00
9011220582C,9011220582,AVAILABLE_MATCH,N,50178.53,50178.53,0.0,1,2,0.0,0,0.0,-50178.53,0,,0.0,70,"{""clearing_death"": 50131.26, ""interest_death_benefit"": 47.27, ""payout_death_claim_payment"": 50178.53, ""unclassified"": 3914.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2020-01-03 00:00:00
9011220812C,9011220812,MISSING_ERIC_SUPPLY,N,16263.97,0.0,0.0,0,,0.0,0,16263.97,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111101,2017-09-28 00:00:00
9011221309C,9011221309,AVAILABLE_MATCH,N,11770.89,11770.89,0.0,1,2,0.0,0,0.0,-11770.89,0,,0.0,117,"{""clearing_death"": 10639.54, ""interest_death_benefit"": 1131.35, ""payout_death_claim_payment"": 11770.89, ""unclassified"": 2335.91}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2022-06-15 00:00:00
9011222039C,9011222039,AVAILABLE_MATCH,N,5352.46,5352.46,0.0,1,2,0.0,0,0.0,-5352.46,0,,0.0,90,"{""clearing_death"": 5302.25, ""interest_death_benefit"": 50.21, ""payout_death_claim_payment"": 5352.46, ""unclassified"": 1969.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2020-02-27 00:00:00
9011222530C,9011222530,AVAILABLE_MATCH,N,25072.37,25072.37,0.0,1,2,25072.37,2,0.0,0.0,0,,0.0,190,"{""clearing_death"": 25072.37, ""payout_death_claim_payment"": 25072.37, ""unclassified"": 5548.35}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2023-06-22 00:00:00
9011222585C,9011222585,AVAILABLE_MATCH,N,10056.5,10056.5,0.0,1,2,10056.5,1,0.0,0.0,0,,0.0,66,"{""clearing_death"": 10056.5, ""payout_death_claim_payment"": 10056.5, ""unapplied_intraco"": 2599.2, ""unclassified"": 67.75}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2021-02-03 00:00:00
9011223517C,9011223517,AVAILABLE_MATCH,N,10051.97,10051.97,0.0,1,2,10051.97,2,0.0,0.0,0,,0.0,106,"{""clearing_death"": 10000.0, ""interest_death_benefit"": 51.97, ""payout_death_claim_payment"": 10051.97, ""reinstatement_clearing"": 8600.14, ""unapplied_intraco"": 4300.07, ""unclassified"": 1318.35}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-08-04 00:00:00
9011223520C,9011223520,AVAILABLE_MATCH,N,25036.81,25036.81,0.0,1,2,25036.81,2,0.0,0.0,0,,0.0,139,"{""clearing_death"": 25036.81, ""payout_death_claim_payment"": 25036.81, ""unclassified"": 5542.79}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111201,2023-08-07 00:00:00
9011223568C,9011223568,AVAILABLE_MATCH,N,5071.03,5071.03,0.0,1,2,5071.03,1,0.0,0.0,0,,0.0,128,"{""clearing_death"": 5040.06, ""interest_death_benefit"": 30.97, ""payout_death_claim_payment"": 5071.03, ""unclassified"": 1743.56}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2023-02-14 00:00:00
9011223989C,9011223989,AVAILABLE_MATCH,N,5190.74,5190.74,0.0,1,2,0.0,0,0.0,-5190.74,0,,0.0,28,"{""clearing_death"": 5190.74, ""payout_death_claim_payment"": 5190.74, ""unclassified"": 2993.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2025-05-01 00:00:00
9011224874C,9011224874,AVAILABLE_MATCH,N,5003.88,5003.88,0.0,1,2,5003.88,1,0.0,0.0,0,,0.0,194,"{""clearing_death"": 5003.88, ""payout_death_claim_payment"": 5003.88, ""unclassified"": 1663.43}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2023-08-23 00:00:00
9011225266C,9011225266,AVAILABLE_MATCH,N,10047.74,10047.74,0.0,1,2,10047.74,1,0.0,0.0,0,,0.0,279,"{""clearing_death"": 10047.74, ""payout_death_claim_payment"": 10047.74, ""unapplied_intraco"": 80.0, ""unclassified"": 3604.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-05-12 00:00:00
9011225416C,9011225416,AVAILABLE_MATCH,N,5055.78,5055.78,0.0,1,2,5055.78,1,0.0,0.0,0,,0.0,140,"{""clearing_death"": 5026.72, ""interest_death_benefit"": 29.06, ""payout_death_claim_payment"": 5055.78, ""unclassified"": 2810.58}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2024-03-26 00:00:00
9011226091C,9011226091,AVAILABLE_MATCH,N,25137.26,25137.26,0.0,1,2,0.0,0,0.0,-25137.26,0,,0.0,79,"{""clearing_death"": 25137.26, ""payout_death_claim_payment"": 25137.26, ""unclassified"": 3529.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2021-02-10 00:00:00
9011226577C,9011226577,AVAILABLE_MATCH,N,25057.5,25057.5,0.0,1,2,25057.5,1,0.0,0.0,0,,0.0,133,"{""clearing_death"": 25057.5, ""payout_death_claim_payment"": 25057.5, ""unclassified"": 5339.29}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2023-07-25 00:00:00
9011227528C,9011227528,AVAILABLE_MATCH,N,20037.69,20037.69,0.0,1,2,20037.69,2,0.0,0.0,0,,0.0,81,"{""clearing_death"": 20037.69, ""payout_death_claim_payment"": 20037.69, ""unclassified"": 1950.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2021-02-23 00:00:00
9011229408C,9011229408,AVAILABLE_MATCH,N,10050.25,10050.25,0.0,1,2,10050.25,1,0.0,0.0,0,,0.0,133,"{""clearing_death"": 10050.25, ""payout_death_claim_payment"": 10050.25, ""unclassified"": 3112.55}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2023-05-18 00:00:00
9011229565C,9011229565,AVAILABLE_MATCH,N,15031.61,15031.61,0.0,1,2,15031.61,1,0.0,0.0,0,,0.0,71,"{""clearing_death"": 15020.28, ""interest_death_benefit"": 11.33, ""payout_death_claim_payment"": 15031.61, ""unclassified"": 2585.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2020-12-02 00:00:00
9011230764C,9011230764,MISSING_ERIC_SUPPLY,N,10034.81,0.0,0.0,0,,0.0,0,10034.81,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2017-08-15 00:00:00
9011231062C,9011231062,MISSING_ERIC_SUPPLY,N,432.92,0.0,0.0,0,,0.0,0,432.92,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111401,2022-09-22 00:00:00
9011231670C,9011231670,AVAILABLE_MATCH,N,10034.14,10034.14,0.0,1,2,10034.14,1,0.0,0.0,0,,0.0,152,"{""clearing_death"": 10034.14, ""payout_death_claim_payment"": 10034.14, ""unclassified"": 4331.75}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111101,2025-01-24 00:00:00
9011232739C,9011232739,MISSING_ERIC_SUPPLY,N,7008.44,0.0,0.0,0,,0.0,0,7008.44,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111101,2017-10-20 00:00:00
9011233593C,9011233593,AVAILABLE_MATCH,N,5021.7,5021.7,0.0,1,2,5021.7,1,0.0,0.0,0,,0.0,56,"{""clearing_death"": 5021.7, ""payout_death_claim_payment"": 5021.7, ""unclassified"": 740.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2019-06-04 00:00:00
9011233776C,9011233776,AVAILABLE_MATCH,N,10030.27,10030.27,0.0,1,2,10030.27,1,0.0,0.0,0,,0.0,40,"{""clearing_death"": 10030.27, ""payout_death_claim_payment"": 10030.27, ""unclassified"": 2042.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2021-03-24 00:00:00
9011233828C,9011233828,AVAILABLE_MATCH,N,9992.58,9992.58,0.0,1,2,9992.58,2,0.0,0.0,0,,0.0,54,"{""clearing_death"": 20031.16, ""payout_death_claim_payment"": 9992.58, ""unapplied_intraco"": 1587.0, ""unclassified"": 29.14}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2020-08-25 00:00:00
9011235627C,9011235627,MISSING_ERIC_SUPPLY,N,12155.58,0.0,0.0,0,,0.0,0,12155.58,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111301,2018-03-07 00:00:00
9011235719C,9011235719,AVAILABLE_MATCH,N,15087.82,15087.82,0.0,1,2,15087.82,1,0.0,0.0,0,,0.0,160,"{""clearing_death"": 15087.82, ""payout_death_claim_payment"": 15087.82, ""unclassified"": 2213.72}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2022-05-04 00:00:00
9011237180C,9011237180,AVAILABLE_MATCH,N,25300.3,25300.3,0.0,1,2,0.0,0,0.0,-25300.3,0,,0.0,80,"{""clearing_death"": 25300.3, ""payout_death_claim_payment"": 25300.3, ""unclassified"": 4398.62}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2021-02-10 00:00:00
9011237598C,9011237598,MISSING_ERIC_SUPPLY,N,10182.57,0.0,0.0,0,,0.0,0,10182.57,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111401,2017-03-06 00:00:00
9011237655C,9011237655,MISSING_ERIC_SUPPLY,N,10038.97,0.0,0.0,0,,0.0,0,10038.97,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2017-03-06 00:00:00
9011237657C,9011237657,AVAILABLE_MATCH,N,7068.54,7068.54,0.0,1,2,7068.54,3,0.0,0.0,0,,0.0,296,"{""clearing_death"": 7068.54, ""payout_death_claim_payment"": 7068.54, ""unclassified"": 3651.72}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-05-29 00:00:00
9011237660C,9011237660,AVAILABLE_MATCH,N,15047.12,15047.12,0.0,1,2,15047.12,1,0.0,0.0,0,,0.0,43,"{""clearing_death"": 15047.12, ""payout_death_claim_payment"": 15047.12, ""unclassified"": 898.26}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2019-07-18 00:00:00
9011238321C,9011238321,AVAILABLE_MATCH,N,10058.84,10058.84,0.0,1,2,10058.84,1,0.0,0.0,0,,0.0,55,"{""clearing_death"": 10052.21, ""interest_death_benefit"": 6.63, ""payout_death_claim_payment"": 10058.84, ""unclassified"": 1489.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111401,2020-01-28 00:00:00
9011239255C,9011239255,AVAILABLE_MATCH,N,6068.17,6068.17,0.0,1,2,6068.17,1,0.0,0.0,0,,0.0,156,"{""clearing_death"": 6062.13, ""interest_death_benefit"": 6.04, ""payout_death_claim_payment"": 6068.17, ""unclassified"": 3276.04}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2024-12-02 00:00:00
9011243725C,9011243725,AVAILABLE_MATCH,N,50203.51,50203.51,0.0,1,2,0.0,0,0.0,-50203.51,0,,0.0,61,"{""clearing_death"": 50156.22, ""interest_death_benefit"": 47.29, ""payout_death_claim_payment"": 50203.51, ""unclassified"": 3077.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111201,2020-06-19 00:00:00
9011243759C,9011243759,AVAILABLE_MATCH,N,15034.75,15034.75,0.0,1,2,15034.75,1,0.0,0.0,0,,0.0,72,"{""clearing_death"": 15034.75, ""payout_death_claim_payment"": 15034.75, ""unclassified"": 1806.62}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2020-12-03 00:00:00
9011244378C,9011244378,MISSING_ERIC_SUPPLY,N,29591.33,0.0,0.0,0,,0.0,0,29591.33,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111201,2023-02-15 00:00:00
9011246246C,9011246246,MISSING_ERIC_SUPPLY,N,8557.29,0.0,0.0,0,,0.0,0,8557.29,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111302,2023-03-23 00:00:00
9011246931C,9011246931,AVAILABLE_MATCH,N,10030.97,10030.97,0.0,1,2,10030.97,1,0.0,0.0,0,,0.0,235,"{""clearing_death"": 10030.97, ""payout_death_claim_payment"": 10030.97, ""unclassified"": 3778.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2025-10-15 00:00:00
9011247184C,9011247184,AVAILABLE_MATCH,N,10045.03,10045.03,0.0,1,2,10045.03,1,0.0,0.0,0,,0.0,107,"{""clearing_death"": 10045.03, ""payout_death_claim_payment"": 10045.03, ""unclassified"": 1834.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111102,2022-03-16 00:00:00
9011249066C,9011249066,AVAILABLE_MATCH,N,15044.62,15044.62,0.0,1,2,15044.62,1,0.0,0.0,0,,0.0,278,"{""clearing_death"": 15044.62, ""payout_death_claim_payment"": 15044.62, ""unclassified"": 3408.35}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111302,2023-09-19 00:00:00
9011252141C,9011252141,MISSING_ERIC_SUPPLY,N,20000.0,0.0,0.0,0,,0.0,0,20000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111302,2017-03-27 00:00:00
9011252161C,9011252161,MISSING_ERIC_SUPPLY,N,5061.39,0.0,0.0,0,,0.0,0,5061.39,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111101,2017-09-29 00:00:00
9011253004C,9011253004,AVAILABLE_MATCH,N,10117.83,10117.83,0.0,1,2,10117.83,2,0.0,0.0,0,,0.0,146,"{""clearing_death"": 10030.74, ""interest_death_benefit"": 87.09, ""payout_death_claim_payment"": 10117.83, ""unclassified"": 3092.52}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2023-11-28 00:00:00
9011253007C,9011253007,MISSING_ERIC_SUPPLY,N,9800.65,0.0,0.0,0,,0.0,0,9800.65,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111102,2018-06-07 00:00:00
9011253009C,9011253009,MISSING_ERIC_SUPPLY,N,5005.49,0.0,0.0,0,,0.0,0,5005.49,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111002,2017-03-16 00:00:00
9011253220C,9011253220,MISSING_ERIC_SUPPLY,N,10098.24,0.0,0.0,0,,0.0,0,10098.24,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,111101,2017-04-17 00:00:00
9011254827C,9011254827,AVAILABLE_MATCH,N,25055.5,25055.5,0.0,1,2,25055.5,1,0.0,0.0,0,,0.0,234,"{""clearing_death"": 25055.5, ""payout_death_claim_payment"": 25055.5, ""unclassified"": 8020.12}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,111301,2025-01-13 00:00:00
