PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
A96DAR,CV,3,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,3,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,3,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,3,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,3,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,3,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,3,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,3,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,3,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,3,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,3,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,3,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,3,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,3,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,3,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,3,61,22599.4400000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12599.45
A96DAR,CV,3,62,23505.4200000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",13505.43
A96DAR,CV,4,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,4,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,4,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,4,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,4,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,4,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,4,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,4,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,4,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,4,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,4,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,4,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,4,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,4,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,4,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,4,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,4,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,4,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,4,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,4,61,22599.4400000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",12599.45
A96DAR,CV,5,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,5,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,5,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,5,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,5,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,5,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,5,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,5,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,5,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,5,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,5,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,5,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,5,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,5,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,5,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,5,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,5,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,5,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,5,60,21724.1000000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11724.11
A96DAR,CV,6,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,6,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,6,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,6,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,6,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,6,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,6,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,6,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,6,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,6,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,6,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,6,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,6,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,6,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,6,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,6,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,6,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,6,59,20878.3600000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10878.37
A96DAR,CV,7,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,7,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,7,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,7,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,7,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,7,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,7,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,7,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,7,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,7,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,7,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,7,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,7,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,7,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,7,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,7,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,7,58,20061.2100000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10061.22
A96DAR,CV,8,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,8,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,8,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,8,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,8,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,8,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,8,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,8,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,8,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,8,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,8,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,8,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,8,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,8,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,8,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,8,57,19271.7000000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9271.71
A96DAR,CV,9,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,9,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,9,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,9,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,9,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,9,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,9,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,9,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,9,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,9,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,9,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,9,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,9,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,9,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,9,56,18508.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",8508.9
A96DAR,CV,10,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,10,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,10,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,10,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,10,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,10,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,10,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,10,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,10,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,10,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,10,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,10,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,10,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,10,55,17771.8800000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7771.89
A96DAR,CV,11,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,11,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,11,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,11,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,11,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,11,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,11,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,11,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,11,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,11,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,11,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,11,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,11,54,17059.7800000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",7059.79
A96DAR,CV,12,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,12,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,12,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,12,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,12,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,12,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,12,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,12,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,12,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,12,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,12,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,12,53,16371.7700000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",6371.78
A96DAR,CV,13,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,13,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,13,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,13,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,13,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,13,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,13,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,13,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,13,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,13,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,13,52,15707.0300000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5707.04
A96DAR,CV,14,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,14,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,14,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,14,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,14,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,14,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,14,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,14,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,14,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,14,51,15064.7600000,QuikCvs,CV0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",5064.77
A96DAR,CV,15,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,15,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,15,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,15,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,15,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,15,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,15,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,15,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
A96DAR,CV,15,50,14444.2100000,QuikCvs,CV9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",4444.22
A96DAR,CV,16,42,10178.6000000,QuikCvs,CV1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",178.61
A96DAR,CV,16,43,10649.8500000,QuikCvs,CV2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",649.86
A96DAR,CV,16,44,11137.5900000,QuikCvs,CV3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1137.6
A96DAR,CV,16,45,11642.4100000,QuikCvs,CV4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",1642.42
A96DAR,CV,16,46,12164.8900000,QuikCvs,CV5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2164.9
A96DAR,CV,16,47,12705.6600000,QuikCvs,CV6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",2705.67
A96DAR,CV,16,48,13265.3600000,QuikCvs,CV7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3265.37
A96DAR,CV,16,49,13844.6500000,QuikCvs,CV8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",3844.66
